remoteId;published;modified;Titolo;"Titolo breve";Sottotitolo;Descrizione;Testo;Inizio;Termine;Durata;Quando;Orario;Dove;Location;Informazioni;Destinatari;Costi;Stato;Tipologia;Materia;"Tipo evento";Immagine;"Manifestazione collegata (numero)";"Manifestazione collegata (testo)";Manifestazione;Associazione;"Immagine correlata";Progressivo;Link;Comune;lat;lon;address;Fonte
pat_2552969;2014-08-29T00:00:00+02:00;2014-07-09T01:28:53+02:00;"I recuperanti";;;;;2014-08-29T00:00:00+02:00;2014-08-29T00:00:00+02:00;;;"ore 21.00";"Cinema Teatro Dolomiti, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
Film e video
La guerra va al cinema
Ingresso libero
In collaborazione con Fondazione Cineteca Italiana
Italia, 1970
Titolo originale: I recuperanti
Genere: Drammatico
Durata: 96' 
Regia: Ermanno Olmi
Cast: Antonio Lunardi, Andreino Carli, Alessandra Micheletto, Pietro Tolin, Marilena RossiTornato a casa sull'altopiano di Asiago nel 1945 dopo la prigionia, Gianni fatica a trovar lavoro. Il vecchio Du lo invita ad aiutarlo a recuperare i residuati metallici (bombe inesplose) della guerra 1915-18. Profondamente radicato nella realtà dell'altipiano dei Sette Comuni, di cui restituisce la dimensione dell'avventura (e della libertà nell'avventura), ma anche riflessione sulla demenza tragica della guerra, è il raro caso di un film d'autore che nasce da un'esperienza collettiva, tagliato su misura sul favoloso personaggio del vecchio Du (Toni Lunardi) che è perno, motore, anima della storia. Questo gran vecchio non ha interpretato il film da attore occasionale: se ne è impadronito fino a diventare lui stesso il film. Scritto con Mario Rigoni Stern e Tullio Kezich. Prodotto e trasmesso dalla RAI.Telefono: 0464/724100 ";;;;Cinema;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2544173;2014-08-28T00:00:00+02:00;2014-06-20T01:01:09+02:00;"Torbiera Ecchen";;;;;2014-08-28T00:00:00+02:00;2014-08-28T00:00:00+02:00;;;;"Santuario della Madonna delle Grazie , , Folgaria";;"
Note: Vivi l'Ambiente
Percorso in natura, martedì 17 e 24 giugno, 1, 8, 15, 22 e 29 luglio, giovedì 28 agosto
Lorigine e la storia evolutiva della Torbiera Ecchen sono molto antiche e già di per sé sarebbero elementi sufficienti a decretarne lunicità e la preziosità. Questa zona umida, bacino glacio-carsico rivela unorigine e una struttura attribuibili alla concomitanza di fenomeni glaciali e fenomeni carsici. La torbiera mantiene un interessante legame con il territorio, che scopriremo durante il percorso.
Destinatari: tutti
Educatore ambientale: Monica Santini T. 333 6770557
Luogo: Folgaria
Orario e ritrovo: ore 09.00 c/o il piazzale del Santuario della Madonna delle Grazie - località Colpi.
Termine attività ore 14.00
Info e prenotazioni: APT Folgaria, Lavarone e Luserna, ufficio di Folgaria T. 0464 724100
Collaborazioni: Magnifica Comunità degli Altipiani Cimbri, Azienda per il Turismo Folgaria, Lavarone e Luserna, Provincia Autonoma di Trento  Servizio sviluppo sostenibile e aree protette  Ufficio biotopi e rete natura 2000.
**
LABORATORIO TERRITORIALE DI EDUCAZIONE AMBIENTALE DELLA VALLAGARINA E ALTIPIANI CIMBRI
c/o Complesso Intercity, Viale Trento 37D
38068 Rovereto
T. 0461 499890
e-mail: LT.EdAmb.vallagarina@provincia.tn.itOrario di apertura: venerdì ore 08.00 - 12.00 (chiuso dal 10 al 17 agosto 2014)Altri organizzatori: P.A.T. Assessorato ai lavori pubblici, ambiente e ai trasporti - Agenzia provinciale per la protezione dellambiente - Rete trentina di educazione ambientale per lo sviluppo sostenibile";;;;"Manifestazioni ed eventi";;;;0;;;;;;"http://www.appa.provincia.tn.it/educazioneambientale/|P.A.T. Assessorato ai lavori pubblici, ambiente e ai trasporti - Agenzia provinciale per la protezione dellambiente - Rete trentina di educazione ambientale per lo sviluppo sostenibile";"Comune di Folgaria";0;0;;
pat_2563629;2014-08-27T00:00:00+02:00;2014-07-18T01:01:30+02:00;"Leader come Francesco";;;;;2014-08-27T00:00:00+02:00;2014-08-27T00:00:00+02:00;;;"ore 17.00";"Centro Congressi a Gionghi, , Lavarone";;"
Note: Incontri d'autore
Bruno Ballardini
Leader come Francesco
Perché il Papa è un genio del marketing
Piemme, 2014
Modera: Sandro Scabello, giornalista
Dopo le dimissioni del precedente amministratore delegato  papa Ratzinger  la Chiesa ha terminato definitivamente la stagione dei saldi. Con papa Bergoglio ha aperto una nuova era, affrontando alla radice lormai riconosciuta obsolescenza del prodotto  la Dottrina cattolica  e una evidente inadeguatezza di fronte alle istanze della società moderna.
Per dare un segno di vicinanza con i suoi consumatori  i fedeli  papa Francesco ha dato avvio alla riforma dello IOR, alla costituzione di un Consiglio di Amministrazione di otto saggi cardinali, a un ripensamento globale della sua rete vendita di vescovi, sacerdoti e cardinali, giungendo addirittura a intraprendere linsolita iniziativa di un sondaggio a livello mondiale su come le parrocchie affrontano oggi questioni sensibili: controllo delle nascite, divorzio, unioni omosessuali.
La rivoluzione della Chiesa è in corso e le sorprese non mancheranno.Questo papa ha dimostrato non solo di essere un grande comunicatore, ma un maestro di leadership, uno stratega in grado di mettere in atto il marketing del significato: una grande operazione di recupero di valori autentici capace di scatenare una rivoluzione etica non solo in ambito ecclesiale, ma anche politico, economico e mediatico.Telefono: 0464/783832Altri organizzatori: Biblioteca Comunale &quot;S. Freud&quot;";;;;Convegno;;;;0;;;;;;"http://www.facebook.com/bibliotecalavarone|Biblioteca Comunale ""S. Freud""";"Comune di Lavarone";0;0;;
pat_2553069;2014-08-26T00:00:00+02:00;2014-07-10T01:05:03+02:00;"Escursione al Forte italiano di Campomoloa";;;;;2014-08-26T00:00:00+02:00;2014-08-26T00:00:00+02:00;;;;"Ritrovo c/o parcheggio Vigili del Fuoco, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Escursioni a forti e trincee
Ritrovo ore 14.30 parcheggio Vigili del Fuoco
Trasferimento con mezzi propri fino a Sella Valbona
Facile. Bambini + 6 accompagnati
Rientro ore 18.30
Costo  5,00, con Guest Card Trentino  3,00Iscrizioni in APT entro ore 18.00 del giorno precedenteTelefono: 0464/724100 ";;;;"Manifestazioni ed eventi";;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552954;2014-08-26T00:00:00+02:00;2014-07-09T01:28:12+02:00;"Forte Belvedere Gschwent, dagli archivi le nuove carte!";;;;;2014-08-26T00:00:00+02:00;2014-08-26T00:00:00+02:00;;;"ore 21.00";"Biblioteca Comunale, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
Conferenze e commemorazioniA cura di Leonardo MalatestaTelefono: 0464/724100 ";;;;Convegno;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2544195;2014-08-26T00:00:00+02:00;2014-06-20T01:01:55+02:00;"Il respiro degli alberi";;;;;2014-08-26T00:00:00+02:00;2014-08-26T00:00:00+02:00;;;;"Frazione Lanzino, , Lavarone";;"
Note: Vivi l'Ambiente
Percorso in natura e laboratorio didattico, martedì 5 e 26 agosto
Lungo il sentiero Tomazol nella nuova area Respiro degli alberi adibita a mostra della natura, saranno effettuati dei laboratori al fine di stimolare la conoscenza dellalbero e della biodiversità nel bosco. I partecipanti dovranno cimentarsi in varie prove (caccia ai colori, associazioni tattili) per arrivare a realizzare una rappresentazione grafica tridimensionale con quanto raccolto nel bosco lungo il facile percorso.
Destinatari: dai 7 ai 10 anni
Educatore ambientale: Monica Santini T. 333 6770557
Luogo: Lavarone
Orario e ritrovo: ore 09.00 c/o la frazione Lanzino (poco prima della località Bertoldi). Termine attività ore
12.00
Info e prenotazioni: APT Folgaria, Lavarone e Luserna, ufficio di Folgaria T. 0464 724100
Collaborazioni: Magnifica Comunità degli Altipiani Cimbri, Comune di Lavarone, Azienda per il Turismo Folgaria, Lavarone e Luserna
**
LABORATORIO TERRITORIALE DI EDUCAZIONE AMBIENTALE DELLA VALLAGARINA E ALTIPIANI CIMBRI
c/o Complesso Intercity, Viale Trento 37D
38068 Rovereto
T. 0461 499890
e-mail: LT.EdAmb.vallagarina@provincia.tn.itOrario di apertura: venerdì ore 08.00 - 12.00 (chiuso dal 10 al 17 agosto 2014)Altri organizzatori: P.A.T. Assessorato ai lavori pubblici, ambiente e ai trasporti - Agenzia provinciale per la protezione dellambiente - Rete trentina di educazione ambientale per lo sviluppo sostenibile";;;;"Manifestazioni ed eventi";;;;0;;;;;;"http://www.appa.provincia.tn.it/educazioneambientale/|P.A.T. Assessorato ai lavori pubblici, ambiente e ai trasporti - Agenzia provinciale per la protezione dellambiente - Rete trentina di educazione ambientale per lo sviluppo sostenibile";"Comune di Lavarone";0;0;;
Montagna_di_latte_evento_4224;2014-08-24T10:00:00+02:00;2014-08-21T01:05:00+02:00;"PICCOLI ASSAGGI PER GRANDI SAPORI";;"degustazione di formaggio Vezzena e non solo...in collaborazione con l'azienda agricola Savinelli";;;2014-08-24T10:00:00+02:00;2014-08-24T12:30:00+02:00;;;"Dalle 10.00 alle 12.30";"38046 Lavarone TN, Italia";;"Caseificio degli Altipiani e del Vezzena";;;;;;;/var/comunitaalticimbri/storage/images/magnifica-comunita-degli-altipiani-cimbri/archivio/piccoli-assaggi-per-grandi-sapori7/2186210-2-ita-IT/PICCOLI-ASSAGGI-PER-GRANDI-SAPORI.jpg;0;;;;;;;"Comune di Lavarone";45.921696;11.264628;;
Montagna_di_latte_evento_4222;2014-08-23T17:00:00+02:00;2014-08-21T01:04:33+02:00;"POLENTA E VEZZENA I SAPORI DI UNA VOLTA";;"degustazione di formaggio Vezzena e polenta";;;2014-08-23T17:00:00+02:00;2014-08-23T19:30:00+02:00;;;"Dalle 17.00 alle 19.30";"38046 Lavarone TN, Italia";;"Caseificio degli Altipiani e del Vezzena";;;;;;;/var/comunitaalticimbri/storage/images/magnifica-comunita-degli-altipiani-cimbri/archivio/polenta-e-vezzena-i-sapori-di-una-volta2/2186150-2-ita-IT/POLENTA-E-VEZZENA-I-SAPORI-DI-UNA-VOLTA.jpg;0;;;;;;;"Comune di Lavarone";45.921696;11.264628;;
pat_2552971;2014-08-23T00:00:00+02:00;2014-07-09T01:36:20+02:00;"Dalle storie alla storia";;;;;2014-08-23T00:00:00+02:00;2014-08-23T00:00:00+02:00;;;;"Partenza da Piazza Marconi, , Luserna";;"
Note: Altipiani Cimbri. Centenario 1914-18
Animazioni
Animazione sul percorso tematico
Storie raccontate e danzate, a cura dell'associazione culturale MP.Ideograms Parma
Partenza da Piazza Marconi ore 17.30
Costo  10,00, compreso l'aperitivo al forteInfo e iscrizioni obbligatorie in APT entro il giorno precedente.Telefono: 0464/724100 ";;;;"Manifestazioni ed eventi";;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Luserna";0;0;;
pat_2563627;2014-08-23T00:00:00+02:00;2014-07-18T01:01:49+02:00;"La memoria ambientale dell'Avez de Prinzep. Come è cambiato il clima in 230 anni";;;;;2014-08-23T00:00:00+02:00;2014-08-23T00:00:00+02:00;;;"ore 15.00";"Malga Laghetto, , Lavarone";;"
Note: Incontri d'autore
Luca Mercalli, Società Metereologica Italiana - Rai3 Che tempo che fa
La memoria ambientale dell'Avez de Prinzep. Come è cambiato il clima in 230 anniEvento in occasione dell'inaugurazione dell'area naturale di Malga LaghettoTelefono: 0464/783832Altri organizzatori: Biblioteca Comunale &quot;S. Freud&quot;";;;;Convegno;;;;0;;;;;;"http://www.facebook.com/bibliotecalavarone|Biblioteca Comunale ""S. Freud""";"Comune di Lavarone";0;0;;
pat_2553068;2014-08-22T00:00:00+02:00;2014-07-10T01:05:00+02:00;"Escursione a Forte Pozzacchio (Vallarsa)";;;;;2014-08-22T00:00:00+02:00;2014-08-22T00:00:00+02:00;;;;"Ritrovo c/o parcheggio Vigili del Fuoco, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Escursioni a forti e trincee
Ritrovo ore 8.30 parcheggio Vigili del Fuoco
Trasferimento con mezzi propri (circa 30 km)
Medio/Facile. Bambini + 6 accompagnati
Rientro ore 12.30
Costo  5,00, con Guest Card Trentino  3,00Iscrizioni in APT entro ore 18.00 del giorno precedenteTelefono: 0464/724100 ";;;;"Manifestazioni ed eventi";;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552958;2014-08-22T00:00:00+02:00;2014-07-09T01:35:20+02:00;"Altipiani Cimbri 1914";;;;;2014-08-22T00:00:00+02:00;2014-08-22T00:00:00+02:00;;;"ore 21.00";"Teatro, , Luserna";;"
Note: Altipiani Cimbri. Centenario 1914-18
Film e video
Cortometraggio a cura del Piano Giovani di Zona degli Altipiani Cimbri con la collaborazione delle associazioni di volontariato del territorio
Regia di Federico MaranerIngresso liberoTelefono: 0464/724100 ";;;;Cinema;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Luserna";0;0;;
pat_2552953;2014-08-22T00:00:00+02:00;2014-07-09T01:27:51+02:00;"Trentini in guerra sul fronte orientale. Il Trentino zona di guerra";;;;;2014-08-22T00:00:00+02:00;2014-08-22T00:00:00+02:00;;;"ore 21.00";"Casa della Cultura, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Conferenze e commemorazioniA cura di don Marco MorelliTelefono: 0464/724100 ";;;;Convegno;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552966;2014-08-22T00:00:00+02:00;2014-07-09T01:25:49+02:00;"Uomini contro";;;;;2014-08-22T00:00:00+02:00;2014-08-22T00:00:00+02:00;;;"ore 21.00";"Cinema Teatro Dolomiti, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
Film e video
La guerra va al cinema
Ingresso libero
In collaborazione con Fondazione Cineteca Italiana
Italia, 1970
Titolo originale: Uomini contro
Genere: Guerra
Durata: 101' 
Regia: Francesco Rosi
Cast: Gian Maria Volonté, Pier Paolo Capponi, Alain Cuny, Franco Graziosi, Mark FrechetteSull'altopiano di Asiago tra il 1916 e il 1917 un giovane ufficiale italiano interventista scopre la follia della guerra e la disumana, insensata incompetenza degli alti comandi. Dal bel libro Un anno sull'altipiano (1938) di Emilio Lussu.Telefono: 0464/724100 ";;;;Cinema;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2563626;2014-08-21T00:00:00+02:00;2014-07-18T01:01:47+02:00;"Le rose che non colsi";;;;;2014-08-21T00:00:00+02:00;2014-08-21T00:00:00+02:00;;;"ore 17.00";"Centro Congressi a Gionghi, , Lavarone";;"
Note: Incontri d'autore
Gianna Schelotto
Le rose che non colsi
Mondadori, 2014
Modera: Sandro Scabello, giornalistaAbbiamo la tendenza ad attribuire virtù e pregi straordinari alle scelte che non abbiamo fatto. Riviste con la lente del rimpianto, le occasioni perdute esercitano insidiose seduzioni. Non amo che le rose che non colsi diceva Guido Gozzano con tenerezza e suggeriva sommessamente che, se quel fiore mantiene nel ricordo tutto il suo splendore, è perché non è stato colto mai. Esistono molte persone che si caricano sulle spalle il proprio passato e se lo trascinano nella vita quotidiana, con la convinzione che il mondo in cui stanno vivendo non sia che linsignificante brutta copia di quello in cui avrebbero potuto vivere. In questo suo nuovo libro, Gianna Schelotto affronta il tema controverso dei rimpianti e delle occasioni perdute, con lo stile che lha fatta amare da molti lettori: racconti che viaggiano sul confine sottile tra la letteratura e la psicologia, storie che con le loro sfumature narrative toccano le corde più profonde di ognuno di noi. Telefono: 0464/783832Altri organizzatori: Biblioteca Comunale &quot;S. Freud&quot;";;;;Convegno;;;;0;;;;;;"http://www.facebook.com/bibliotecalavarone|Biblioteca Comunale ""S. Freud""";"Comune di Lavarone";0;0;;
pat_2552957;2014-08-20T00:00:00+02:00;2014-07-09T01:35:01+02:00;"Altipiani Cimbri 1914";;;;;2014-08-20T00:00:00+02:00;2014-08-20T00:00:00+02:00;;;"ore 21.00";"Centro Congressi, , Lavarone";;"
Note: Altipiani Cimbri. Centenario 1914-18
Film e video
Cortometraggio a cura del Piano Giovani di Zona degli Altipiani Cimbri con la collaborazione delle associazioni di volontariato del territorio
Regia di Federico MaranerIngresso liberoTelefono: 0464/724100 ";;;;Cinema;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Lavarone";0;0;;
pat_2552933;2014-08-20T00:00:00+02:00;2014-07-09T01:33:41+02:00;"Maledetta la guerra!";;;;;2014-08-20T00:00:00+02:00;2014-08-20T00:00:00+02:00;;;"ore 21.00";"Carbonare - Centro Civico, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Spettacoli teatrali
Monologo teatrale di Alfonso MasiIngresso liberoTelefono: 0464/724100 ";;;;Teatro;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
pat_2552967;2014-08-19T00:00:00+02:00;2014-07-09T01:26:09+02:00;"La Grande Guerra. Soldati trentini al fronte";;;;;2014-08-19T00:00:00+02:00;2014-08-19T00:00:00+02:00;;;"ore 21.00";"Casa della Cultura, , Folgaria";;"
Note: Altipiani Cimbri. Centenario 1914-18
Film e video
Video a cura di Sergio DaviIngresso liberoTelefono: 0464/724100 ";;;;Cinema;;;;0;;;;;;http://centenario.alpecimbra.it/;"Comune di Folgaria";0;0;;
