remoteId;published;modified;Titolo;"Eventuale sottotitolo";"Identificativo dell'evento";"Tipo di evento";Argomenti;"Iniziativa di cui fa parte";"Tempo di lettura";"Descrizione breve";"Descrizione completa";"Galleria immagini";Video;Destinatari;"Informazioni sui destinatari";"Luogo dell'evento";"Parole chiave";Locandina;"Punti di contatto";"Date ed orari dell'evento";"E' gratuito";Offerta;Allegati;"Presenti all'evento";"Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento";"Chi presenta";Organizzatori;Sponsor;"Servizio di traduzione curato da";Patrocinio;"Valutazione dell'evento";"Lingue usate all'evento";Recensione;"Indicato per";"Numero massimo di posti"
c5a9f68af2a3777336c3a5cbe9ef27ee;2022-06-30T10:25:54+02:00;2022-06-30T10:25:54+02:00;"INCONTRI di Pace";;;"Evento sociale";"Tematiche internazionali";;2;"Quattro pomeriggi di attività dedicati alle famiglie per divertirsi insieme.Si inizia domenica 5 giugno all’oratorio Don Bosco a Riva del Garda! Si prosegue con altri tre appuntamenti a giugno e luglio.


05/06/2022 14:00-17:00 Oratorio don Bosco (Riva dG)

11/06/2022 15:00-17:00 Centro Famiglie Areté (Riva dG)

03/07/2022 15:00-17:00 Centro Giovanile Cantiere 26 (Arco)

16/07/2022 15:00-17:00 Centro Giovanile Cantiere 26 (Arco)


";;;;Famiglie;;;;https://opencityaltogardaeledro.comunitatrentina.it/content/download/1474/31469/1/LOCANDINA.jpg;"Distretto Famiglia Alto Garda";;;;;;;;"Comunità Alto Garda e Ledro";;;;;;;;0
8a7bdbb1b3863c44ad763cd490ffd8a8;2022-06-09T12:25:36+02:00;2022-06-09T13:15:11+02:00;"Incontro per imprenditori";"Nuovo sistema di raccolta rifiuti";;"Evento di formazione";"Ambiente
Gestione dei rifiuti";;2;"Per accedere cliccare sul seguente link (riunione in Zoom): https://zoom.us/j/93439042853?pwd=d0ZXaHJzMElMbFNHUTBEeG5OQmRxZz09 ID riunione: 934 3904 2853 Passcode: 818885 - Incontro: Giovedì 9 giugno 2022 15:00Si ricorda inoltre che per fornire risposte e informazioni sulle situazioni specifiche (ritiro dotazioni, dotazioni ricevute, richieste contenitori extra, calendari di raccolta, problemi di esposizione dei contenitori, differenziazione corretta dei rifiuti ecc…) è stato potenziato lo sportello informativo riservato alle aziende.";;Rifiuti;;Adulti,Famiglie;;;;;;;;;;;;;RSU;;;;;;;;0
5d82477b062d3bb38133c3dd8e1eacdb;2022-05-26T09:38:22+02:00;2022-05-26T09:40:00+02:00;"Separati in casa (Arco)";"RSU: La nuova raccolta differenziata";;"Giornata informativa,Giornata aperta";"Ambiente
Gestione dei rifiuti";;2;"Incontri pubblici d'informazione alla cittadinanza


12 maggio 2022 - Riva del Garda - ore 17:30 - Auditorium Scuola Media Scipio Sighele

16 maggio 2022 - Riva del Garda - ore 20:30 - Auditorium Scuola Media Scipio Sighele

19 maggio 2022 - Sant'Alessandro di Riva del Garda - ore 17:30 - Centro Sportivo

27 maggio 2022 - Varone di Riva del Garda - ore 20:30 - ex Chiesa Pernone

30 maggio 2022 - ore 20:30 - Diretta Streaming (sulla pagina facebook del Comune di Riva del Garda)


";"


INIZIERA' un nuovo servizio di raccolta differenziata e spariranno i cassonetti stradali

Informazioni dettagliate possono essere assunte chiamanto il numero verde 800 688 645 disponibile dal lunedì al sabato nella fascia oraria 8:00 - 18:00

Negli store &quot;Google Play&quot; e &quot;App Store&quot; è disponibile l'app «IDEALSERVICE RIFIUTO ZERO» che mette a portata di mano informazioni sulla modalità di conferimento, sui centri di raccolta e molto altro


";"2022 Base 1500x700";;Famiglie;;;;https://opencityaltogardaeledro.comunitatrentina.it/content/download/1253/26596/1/PresentazioneRIVA_Pag51.pdf;;;;;;;;;RSU;;;;;;;;0
9f9f374917264fcb503ea6f8c100e36b;2022-05-26T09:29:59+02:00;2022-05-26T09:30:29+02:00;"ALI & AVA: STORIA DI UN INCONTRO";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia Clio Barnard | Con Adeel Akhtar, Claire Rushbrook, Ellora Torchia | Gran Bretagna, 2021 | Drammatico | durata 90’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
bc1178892808337c4c6b713ee5174afe;2022-05-26T09:28:53+02:00;2022-05-26T09:29:52+02:00;"ALI & AVA: STORIA DI UN INCONTRO";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia Clio Barnard | Con Adeel Akhtar, Claire Rushbrook, Ellora Torchia | Gran Bretagna, 2021 | Drammatico | durata 90’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
94d38440cc7682d4ed0bdac798a5b595;2022-05-26T09:26:22+02:00;2022-05-26T09:27:20+02:00;"JURASSIC WORLD IL DOMINIO";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Colin Trevorow | Con Chris Pratt, Bryce Dallas Howard, Laura Dern, Jeff Goldblum | Usa, 2022 | Avventura, azione, fantasy | durata 145’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
072c61fc3c71070a599d227768d7d0bf;2022-05-26T09:25:56+02:00;2022-05-26T09:26:16+02:00;"JURASSIC WORLD IL DOMINIO";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Colin Trevorow | Con Chris Pratt, Bryce Dallas Howard, Laura Dern, Jeff Goldblum | Usa, 2022 | Avventura, azione, fantasy | durata 145’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
03c3af003724a4ee8eb9c96f72912ac5;2022-05-26T09:25:11+02:00;2022-05-26T09:25:51+02:00;"JURASSIC WORLD IL DOMINIO";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Colin Trevorow | Con Chris Pratt, Bryce Dallas Howard, Laura Dern, Jeff Goldblum | Usa, 2022 | Avventura, azione, fantasy | durata 145’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
b6b656d6609e4f6adb601c61e316b02d;2022-05-26T09:23:45+02:00;2022-05-26T09:24:51+02:00;"JURASSIC WORLD IL DOMINIO";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Colin Trevorow | Con Chris Pratt, Bryce Dallas Howard, Laura Dern, Jeff Goldblum | Usa, 2022 | Avventura, azione, fantasy | durata 145’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
384b46538d4e77695dd3a506cba9acb9;2022-05-26T09:23:09+02:00;2022-05-26T09:28:08+02:00;"GLI STATI UNITI CONTRO BILLIE HOLIDAY";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Lee Daniels | Con Andra Day, Garrett Hedlund, Natasha Lyonne | Usa, 2021 | Biografico | durata 125’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
a10601e1ca7b4f486421fa2b6ba8c282;2022-05-26T09:22:05+02:00;2022-05-26T09:23:01+02:00;"GLI STATI UNITI CONTRO BILLIE HOLIDAY";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Lee Daniels | Con Andra Day, Garrett Hedlund, Natasha Lyonne | Usa, 2021 | Biografico | durata 125’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
2bca6c08572b13a6693cd453a30f3cc0;2022-05-26T09:21:27+02:00;2022-05-26T09:28:44+02:00;"UNA VITA IN FUGA";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Sean Penn. Con Sean Penn, Dylan Penn, Josh Brolin, Regina King, Katheryn Winnick. | Usa, 2021 | Thriller, drammatico | durata 107’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
be426f88042a6106b385a9ae6bd74a5d;2022-05-26T09:20:17+02:00;2022-05-26T09:21:19+02:00;"UNA VITA IN FUGA";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Sean Penn. Con Sean Penn, Dylan Penn, Josh Brolin, Regina King, Katheryn Winnick. | Usa, 2021 | Thriller, drammatico | durata 107’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
f79d66580f06ec3690aba10bd0f94336;2022-05-26T09:18:24+02:00;2022-05-26T09:19:51+02:00;"DOCTOR STRANGE: NEL MULTIVERSO DELLA FOLLIA";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Sam Raimi. Con Benedict Cumberbatch, Elizabeth Olsen, Benedict Wong, Michael Stuhlbarg | Usa, 2022 | Azione, fantasy | durata 126’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
991b90f2a7b26b99ec3fb3812e313a42;2022-05-26T09:17:41+02:00;2022-05-26T09:18:05+02:00;"TOP GUN: MAVERICK";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Joseph Kosinski. Con Tom Cruise, Miles Teller, Jennifer Connelly, Val Kilmer, Jon Hamm. Usa, 2022 | Azione | durata 130’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
6b4c6ddd3979c55fdbc494cdd949a743;2022-05-26T09:17:04+02:00;2022-05-26T09:17:32+02:00;"TOP GUN: MAVERICK";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Joseph Kosinski. Con Tom Cruise, Miles Teller, Jennifer Connelly, Val Kilmer, Jon Hamm. Usa, 2022 | Azione | durata 130’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
439705b0f34572211f9259bcc4af42ef;2022-05-26T09:16:11+02:00;2022-05-26T09:16:49+02:00;"TOP GUN: MAVERICK";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Joseph Kosinski. Con Tom Cruise, Miles Teller, Jennifer Connelly, Val Kilmer, Jon Hamm. Usa, 2022 | Azione | durata 130’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
4c39289beb4a5b463d98bea86c9cd880;2022-05-20T11:46:14+02:00;2022-05-23T09:07:55+02:00;"TOP GUN: MAVERICK";;;"Proiezione cinematografica";"Istruzione, cultura e sport
Tempo libero";;2;"Regia di Joseph Kosinski. Con Tom Cruise, Miles Teller, Jennifer Connelly, Val Kilmer, Jon Hamm. Usa, 2022 | Azione | durata 130’";;;;Giovani,Famiglie;;Cinema;;;;;;;;;;;"Segreteria e protocollo
Patrimonio";;;;;;;;0
610efa5a71c160720cd51ee914354b6f;2022-05-20T11:13:23+02:00;2022-05-20T11:13:50+02:00;"Separati in casa";"RSU: La nuova raccolta differenziata";;"Giornata informativa,Giornata aperta";"Ambiente
Gestione dei rifiuti";;2;"Incontri pubblici d'informazione alla cittadinanza


12 maggio 2022 - Riva del Garda - ore 17:30 - Auditorium Scuola Media Scipio Sighele

16 maggio 2022 - Riva del Garda - ore 20:30 - Auditorium Scuola Media Scipio Sighele

19 maggio 2022 - Sant'Alessandro di Riva del Garda - ore 17:30 - Centro Sportivo

27 maggio 2022 - Varone di Riva del Garda - ore 20:30 - ex Chiesa Pernone

30 maggio 2022 - ore 20:30 - Diretta Streaming (sulla pagina facebook del Comune di Riva del Garda)


";"


INIZIERA' un nuovo servizio di raccolta differenziata e spariranno i cassonetti stradali

Informazioni dettagliate possono essere assunte chiamanto il numero verde 800 688 645 disponibile dal lunedì al sabato nella fascia oraria 8:00 - 18:00

Negli store &quot;Google Play&quot; e &quot;App Store&quot; è disponibile l'app «IDEALSERVICE RIFIUTO ZERO» che mette a portata di mano informazioni sulla modalità di conferimento, sui centri di raccolta e molto altro


";"2022 Base 1500x700";;Famiglie;;;;https://opencityaltogardaeledro.comunitatrentina.it/content/download/1218/25707/1/PresentazioneRIVA_Pag51.pdf;;;;;;;;;RSU;;;;;;;;0
b6c044abce90adfefda8f0d0e3f08c8e;2022-05-20T11:12:56+02:00;2022-05-20T11:13:15+02:00;"Separati in casa";"RSU: La nuova raccolta differenziata";;"Giornata informativa,Giornata aperta";"Ambiente
Gestione dei rifiuti";;2;"Incontri pubblici d'informazione alla cittadinanza


12 maggio 2022 - Riva del Garda - ore 17:30 - Auditorium Scuola Media Scipio Sighele

16 maggio 2022 - Riva del Garda - ore 20:30 - Auditorium Scuola Media Scipio Sighele

19 maggio 2022 - Sant'Alessandro di Riva del Garda - ore 17:30 - Centro Sportivo

27 maggio 2022 - Varone di Riva del Garda - ore 20:30 - ex Chiesa Pernone

30 maggio 2022 - ore 20:30 - Diretta Streaming (sulla pagina facebook del Comune di Riva del Garda)


";"


INIZIERA' un nuovo servizio di raccolta differenziata e spariranno i cassonetti stradali

Informazioni dettagliate possono essere assunte chiamanto il numero verde 800 688 645 disponibile dal lunedì al sabato nella fascia oraria 8:00 - 18:00

Negli store &quot;Google Play&quot; e &quot;App Store&quot; è disponibile l'app «IDEALSERVICE RIFIUTO ZERO» che mette a portata di mano informazioni sulla modalità di conferimento, sui centri di raccolta e molto altro


";"2022 Base 1500x700";;Famiglie;;;;https://opencityaltogardaeledro.comunitatrentina.it/content/download/1217/25674/1/PresentazioneRIVA_Pag51.pdf;;;;;;;;;RSU;;;;;;;;0
3ea8aeea47121ca439a72e47bee1c781;2022-05-20T11:12:16+02:00;2022-05-23T08:37:21+02:00;"Separati in casa (Diretta streaming)";"RSU: La nuova raccolta differenziata";;"Giornata informativa,Giornata aperta";"Ambiente
Gestione dei rifiuti";;2;"Incontri pubblici d'informazione alla cittadinanza


12 maggio 2022 - Riva del Garda - ore 17:30 - Auditorium Scuola Media Scipio Sighele

16 maggio 2022 - Riva del Garda - ore 20:30 - Auditorium Scuola Media Scipio Sighele

19 maggio 2022 - Sant'Alessandro di Riva del Garda - ore 17:30 - Centro Sportivo

27 maggio 2022 - Varone di Riva del Garda - ore 20:30 - ex Chiesa Pernone

30 maggio 2022 - ore 20:30 - Diretta Streaming (sulla pagina facebook del Comune di Riva del Garda)


";"


INIZIERA' un nuovo servizio di raccolta differenziata e spariranno i cassonetti stradali

Informazioni dettagliate possono essere assunte chiamanto il numero verde 800 688 645 disponibile dal lunedì al sabato nella fascia oraria 8:00 - 18:00

Negli store &quot;Google Play&quot; e &quot;App Store&quot; è disponibile l'app «IDEALSERVICE RIFIUTO ZERO» che mette a portata di mano informazioni sulla modalità di conferimento, sui centri di raccolta e molto altro


";"2022 Base 1500x700";;Famiglie;;;;https://opencityaltogardaeledro.comunitatrentina.it/content/download/1216/25641/2/PresentazioneRIVA_Pag51.pdf;;;;;;;;;RSU;;;;;;;;0
c8f82a94ece140dfe4c54db88fcee186;2022-05-20T11:11:12+02:00;2022-05-23T08:36:30+02:00;"Separati in casa (Varone)";"RSU: La nuova raccolta differenziata";;"Giornata informativa,Giornata aperta";"Ambiente
Gestione dei rifiuti";;2;"Incontri pubblici d'informazione alla cittadinanza


12 maggio 2022 - Riva del Garda - ore 17:30 - Auditorium Scuola Media Scipio Sighele

16 maggio 2022 - Riva del Garda - ore 20:30 - Auditorium Scuola Media Scipio Sighele

19 maggio 2022 - Sant'Alessandro di Riva del Garda - ore 17:30 - Centro Sportivo

27 maggio 2022 - Varone di Riva del Garda - ore 20:30 - ex Chiesa Pernone

30 maggio 2022 - ore 20:30 - Diretta Streaming (sulla pagina facebook del Comune di Riva del Garda)


";"


INIZIERA' un nuovo servizio di raccolta differenziata e spariranno i cassonetti stradali

Informazioni dettagliate possono essere assunte chiamanto il numero verde 800 688 645 disponibile dal lunedì al sabato nella fascia oraria 8:00 - 18:00

Negli store &quot;Google Play&quot; e &quot;App Store&quot; è disponibile l'app «IDEALSERVICE RIFIUTO ZERO» che mette a portata di mano informazioni sulla modalità di conferimento, sui centri di raccolta e molto altro


";"2022 Base 1500x700";;Famiglie;;;;https://opencityaltogardaeledro.comunitatrentina.it/content/download/1215/25608/2/PresentazioneRIVA_Pag51.pdf;;;;;;;;;RSU;;;;;;;;0
e996fd576b580407f613f073853b93b9;2022-05-20T11:03:22+02:00;2022-05-20T11:10:39+02:00;"Separati in casa";"RSU: La nuova raccolta differenziata";;"Giornata informativa,Giornata aperta";"Ambiente
Gestione dei rifiuti";;2;"Incontri pubblici d'informazione alla cittadinanza


12 maggio 2022 - Riva del Garda - ore 17:30 - Auditorium Scuola Media Scipio Sighele

16 maggio 2022 - Riva del Garda - ore 20:30 - Auditorium Scuola Media Scipio Sighele

19 maggio 2022 - Sant'Alessandro di Riva del Garda - ore 17:30 - Centro Sportivo

27 maggio 2022 - Varone di Riva del Garda - ore 20:30 - ex Chiesa Pernone

30 maggio 2022 - ore 20:30 - Diretta Streaming (sulla pagina facebook del Comune di Riva del Garda)


";"


INIZIERA' un nuovo servizio di raccolta differenziata e spariranno i cassonetti stradali

Informazioni dettagliate possono essere assunte chiamanto il numero verde 800 688 645 disponibile dal lunedì al sabato nella fascia oraria 8:00 - 18:00

Negli store &quot;Google Play&quot; e &quot;App Store&quot; è disponibile l'app «IDEALSERVICE RIFIUTO ZERO» che mette a portata di mano informazioni sulla modalità di conferimento, sui centri di raccolta e molto altro


";"2022 Base 1500x700";;Famiglie;;;;https://opencityaltogardaeledro.comunitatrentina.it/content/download/1214/25575/2/PresentazioneRIVA_Pag51.pdf;;;;;;;;;RSU;;;;;;;;0
