remoteId;published;modified;Titolo;"Titolo breve";Immagine;"Descrizione breve";Descrizione;"Locandina dell'evento";Inizio;Termine;Orario;Durata;Quando;Dove;lat;lon;address;Informazioni;Destinatari;Target;Costi;Stato;"Parole chiave";Circoscrizione;"Tipologia di evento";"Iniziativa cui fa parte";Associazione;Progressivo;Fonte;Galleria;Telefono;Fax;Email;"Sito web";"Valutazione dell'utente";Argomento;"Tipologia evento"
efc169d777b3f1cae6b9944c8365f77c;2018-03-21T23:23:40+01:00;2018-03-21T23:25:35+01:00;"Assemblea frazione Portolo";;;"La Consulta della frazione di Portolo invita i residenti all'assemblea di giovedì 22 marzo alle 20.30 presso il centro polifunzionale. Interverranno il sindaco Francesco Facinelli e l'assessore Gloria Concini.";"La Consulta della frazione di Portolo invita i residenti all'assemblea di giovedì 22 marzo alle 20.30 presso il centro polifunzionale. Interverranno il sindaco Francesco Facinelli e l'assessore Gloria Concini.";;2018-03-22T20:30:00+01:00;2018-03-22T23:00:00+01:00;;;;;46.302959;11.059939;"Portolo, Comunit&agrave; della Val di Non, TN, Trentino-Alto Adige, 38012, Italia";;;Adulti;;;;;"Incontri e convegni";;;;;;;;;;;;"Evento singolo"
9b815ffb0062942a1424b5f555664c4f;2018-03-21T00:56:37+01:00;2018-03-21T01:02:15+01:00;"Assemblea frazione Nanno";;;"La Consulta della frazione di Nanno invita i residenti all'assemblea di mercoledì 21 marzo alle 20.30 presso la sala del municipio. Interverranno il sindaco Francesco Facinelli e l'assessore Gloria Concini.";"La Consulta della frazione di Nanno invita i residenti all'assemblea di mercoledì 21 marzo alle 20.30 presso la sala del municipio. Interverranno il sindaco Francesco Facinelli e l'assessore Gloria Concini.";;2018-03-21T20:30:00+01:00;2018-03-21T23:00:00+01:00;;;;;46.314475;11.048029;"Nanno, Comunit&agrave; della Val di Non, TN, Trentino-Alto Adige, 38012, Italia";;;Adulti;;;;;"Incontri e convegni";;;;;;;;;;;;"Evento singolo"
2ef343d0d2cd53ebea3cbdd154eaa6b1;2018-03-14T15:36:28+01:00;2018-04-11T21:54:18+02:00;"Generazioni a confronto: l'alcol";;/var/villedanaunia/storage/images/comunicazione/informazione/eventi/generazioni-a-confronto-l-alcol/115962-2-ita-IT/Generazioni-a-confronto-l-alcol.jpg;"Il progetto IN-dipendente-MENTE organizza una serata dedicata al confronto tra giovani e adulti, riguardo al tema dell'alcol.";"Il progetto IN-dipendente-MENTE (promosso dal Piano Giovani di Zona intercomunale “Fuori dal Comune”) organizza una serata dedicata al confronto tra giovani e adulti, riguardo al tema dell'alcol. Mercoledì 2 maggio alle 20.45 presso l'auditorio comunale di Rumo.Per iscrizione e maggiori informazioni indipendentemente.cles@gmail.com; 339-9229898.";http://www.comune.villedanaunia.tn.it/content/download/10123/115964/2/Generazioni-a-confronto_imagefull.jpg;2018-05-02T20:45:00+02:00;2018-05-02T23:00:00+02:00;;;;;46.450395;11.013107;"Cenigo, Rumo, Comunit&agrave; della Val di Non, TN, Trentino-Alto Adige, Italia";;;Giovani,Famiglie;;;;;"Incontri e convegni";;"Oratorio Parrocchiale Tuenno";;;;;;;;;;
f202118da3f903cab7f256645ec731b3;2018-03-14T15:22:19+01:00;2018-03-14T15:22:19+01:00;"Generazioni a confronto ";;/var/villedanaunia/storage/images/comunicazione/informazione/eventi/generazioni-a-confronto/115912-1-ita-IT/Generazioni-a-confronto.jpg;;"E' davvero impossibile avere uno scambio di opinioni tra giovani e adulti? Noi crediamo di no. Anzi crediamo che il dialogo sia alla base del cambiamento e del benessere. Per questo, mercoledì 21 marzo dalle ore 18:30 alle ore 21:30, all'oratorio San Rocco di Cles, il progetto IN-dipendente-MENTE organizza la prima serata dedicata al confronto tra giovani e adulti, riguardo al tema delle dipendenze.La serata si suddividerà in tre momenti: la prima parte verrà dedicata ad attività interattive che coinvolgeranno i partecipanti, durante la seconda parte verrà offerta la cena, mentre l'ultima parte consisterà nella divulgazione di dati e informazioni riguardo al tema principale, tratte dalla ricerca svolta l'anno scorso. Ampio spazio sarà dato al confronto di opinioni, idee e riflessioni, facilitando al massimo lo scambio tra partecipanti di età diverse.L'incontro sarà condotto dalla dott.ssa Lorenza Dallago aiutata da tre giovani liceali, Rupinder Kaur, Stefania Lorenzoni e Fabio Tampella, che hanno seguito la progettazione delle attività.L'evento rientra nel progetto IN-dipendente-MENTE, promosso dal Piano Giovani di Zona intercomunale “Fuori dal Comune”, che ha la finalità di conoscere le dipendenze e di prevenire i comportamenti inadeguati nei giovani, e non solo.All'evento sono invitati a partecipare giovani e adulti per trascorrere una serata conviviale e informativa, a cui è richiesta l'iscrizione entro venerdì 16 marzo.Tale evento sarà seguito da altre due serate con tema più specifico:


mercoledì 11 aprile a Ville D'Anaunia si tratterà il tema delle Tecnologie;





mercoledì 2 maggio a Rumo si tratterà il tema dell'Alcol.


Per iscrizione e maggiori informazioni indipendentemente.cles@gmail.com; 339-9229898.";;2018-03-21T18:30:00+01:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
961285a824b74b689af770f8453a9865;2018-03-14T14:30:51+01:00;2018-04-11T10:33:09+02:00;"Film ""Smetto quando voglio masterclass""";;/var/villedanaunia/storage/images/comunicazione/informazione/eventi/film-smetto-quando-voglio-masterclass/115862-2-ita-IT/Film-Smetto-quando-voglio-masterclass.jpg;"Nell'ambito della quinta rassegna cinematografica Svagata-mente con gli ospiti del Centro di Salute Mentale di Cles e Mezzolombardo, giovedì 12 aprile alle 14.30 sarà proiettato il film &quot;Smetto quando voglio masterclass&quot;. Saletta audiovisivi della biblioteca comunale a Tuenno.";"Nell'ambito della quinta rassegna cinematografica Svagata-mente con gli ospiti del Centro di Salute Mentale di Cles e Mezzolombardo, giovedì 12 aprile alle 14.30 sarà proiettato il film &quot;Smetto quando voglio masterclass&quot;. Saletta audiovisivi della biblioteca comunale a Tuenno.";;2018-04-12T14:30:00+02:00;2018-04-12T16:00:00+02:00;;;;"Via Vincenzo Maistrelli, 0, 38019 Tuenno TN";46.323988;11.022071;;;;Adulti;;;;;Cinema;"Rassegna Svagata-mente";;;;;;;;;;;
e674233c2c2ad87df1e4e3fabfa5ce10;2018-03-14T14:27:38+01:00;2018-03-14T14:28:29+01:00;"Film ""Smetto quando voglio""";;;;"Nell'ambito della quinta rassegna cinematografica Svagata-mente con gli ospiti del Centro di Salute Mentale di Cles e Mezzolombardo, giovedì 5 aprile alle 14.30 sarà proiettato il film &quot;Smetto quando voglio&quot;. Saletta audiovisivi della biblioteca comunale a Tuenno.";;2018-04-05T14:30:00+02:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
3b416cd8c2325ee883bbb21c2bfe1881;2018-03-14T14:13:20+01:00;2018-03-14T14:16:22+01:00;"Film ""Che bella giornata""";;;;"Nell'ambito della quinta rassegna cinematografica Svagata-mente con gli ospiti del Centro di Salute Mentale di Cles e Mezzolombardo, giovedì 29 marzo alle 14.30 sarà proiettato il film &quot;Che bella giornata&quot;. Biblioteca comunale, saletta audiovisivi presso la biblioteca di Tuenno.";;2018-03-29T14:30:00+02:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
0e4fa27d41490093c22b2d63ddec23fe;2018-03-14T14:08:54+01:00;2018-03-14T14:21:04+01:00;"Film ""L'abbiamo fatta grossa""";;;;"Nell'ambito della quinta rassegna cinematografica Svagata-mente con gli ospiti del Centro di Salute Mentale di Cles e Mezzolombardo, giovedì 22 marzo alle 14.30 sarà proiettato il film &quot;L'abbiamo fatta grossa&quot;. Biblioteca comunale, sede di Tuenno presso la saletta audiovisivi.";;2018-03-22T14:30:00+01:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
b42dccfb382596dd72da127b33cd0450;2018-03-14T14:02:34+01:00;2018-03-14T14:27:33+01:00;"Film ""Vi presento i nostri""";;;;"Nell'ambito della quinta rassegna cinematografica Svagata-mente con gli ospiti del Centro di Salute Mentale di Cles e Mezzolombardo, giovedì 15 marzo alle 14.30 sarà proiettato il film &quot;Vi presento i nostri&quot;. Saletta audiovisivi della biblioteca comunale a Tuenno.";;2018-03-15T14:30:00+01:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
aade6fc784106ec8e4b0cc1b471973bf;2018-03-14T13:50:26+01:00;2018-03-14T13:50:26+01:00;"Tuenno, festa rossoblù con la Polisportiva";;;;"L'Asd Polisportiva C.R. Tuenno invita sostenitori e tifosi venerdì 16 marzo alle 19.30 alla &quot;Festa Rossoblù&quot; presso la sala dell'oratorio. Alle 19.30 assemblea dei soci , alla quale seguiranno i festeggiamenti per i titoli della stagione 2017-2018 e un momento conviviale con la lotteria.";;2018-03-16T20:30:00+01:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
0878ff9766179484e9c28ee3fc8e18bd;2018-03-14T13:32:16+01:00;2018-03-14T13:32:16+01:00;"Pranzo all'oratorio per finanziare le attività";;/var/villedanaunia/storage/images/comunicazione/informazione/eventi/pranzo-all-oratorio-per-finanziare-le-attivita/115690-1-ita-IT/Pranzo-all-oratorio-per-finanziare-le-attivita.jpg;;"DOMENICA 18 MARZO 2018 il gruppo animatori del Campeggio Tuenno organizza un pranzo per co-finanziare alcune attività organizzate per i ragazzi che frequentano l'Oratorio Tuenno, sia svolte nel nostro territorio, sia fuori regione come il campeggio itinerante. 
Il pranzo si svolgerà presso l'Oratorio di Tuenno alle ore 12:30, e il menù prevede: 
- bis di primi: risotto mele e casolet e pasta radicchio e speck 
- secondo: bollito misto (lingua, cotechino e guanciale), accompagnato con purè e zucchine 
- dolce: il tipico strudel di mele - bevande: acqua e vinoIl prezzo è di 20€ a testa per gli adulti, mentre per i ragazzi fino ai 14 anni sarò di 5€, da pagare il giorno del pranzo. 
per informazioni e prenotazioni:
- Menapace Roberto: 3356599559
- Moratti Massimo: 3342851265- Bruni Giordano: 3489638654";;2018-03-18T12:30:00+01:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
923d36eb02cffb0124755f360299aad1;2017-10-12T11:45:54+02:00;2017-10-12T11:45:54+02:00;"Alla scoperta delle trincee del Peller";;/var/villedanaunia/storage/images/comunicazione/informazione/eventi/alla-scoperta-delle-trincee-del-peller/97103-1-ita-IT/Alla-scoperta-delle-trincee-del-Peller.png;;"È stato da poco lanciato il progetto &quot;In cammino tra le trincee del Monte Peller&quot; alla scoperta delle linee di trincee risalenti alla Prima Guerra Mondiale situate in località &quot;Trei termeni&quot; (incrocio tra le strade di Cles e Tuenno, sotto Malgaroi). L'Amministrazione comunale di Ville d'Anaunia e un bel gruppo di giovani della Scuola di ciclismo fuoristrada delle Valli di Non e Sole guidata da Giulio Mendini organizzano un'uscita con l'obiettivo di conoscere e visitare il tracciato per poi condividere idee e proposte con i partecipanti per una valorizzazione della zona . L'appuntamento è per domenica 15 ottobre: ritrovo al caseificio di Tuenno alle 13 e alle 14 ai “Trei termeni”. L'uscita sarà anche l'occasione per una camminata in mezzo ai magnifici colori dell'autunno.Per ulteriori informazioni è possibile contattare il coordinatore del progetto Davide Odorizzi (cell. 346 309 5732) oppure Giulio Mendini (cell. 335 821 4766). ";;2017-10-15T13:00:00+02:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
64c316fe3b57256c9d4dff372b593050;2017-10-11T18:14:13+02:00;2017-10-11T18:14:13+02:00;Goldenfest;;/var/villedanaunia/storage/images/comunicazione/informazione/eventi/goldenfest2/97053-1-ita-IT/Goldenfest.jpg;;"Festa di fine raccolta in stile tirolese al Centro per lo sport di Cles. Organizzano Pro Loco Tuenno Tovel e Gruppo Giovani Tuenno. Clicca QUI   per il programma.";;2017-10-21T19:00:00+02:00;;;;;;0;0;;;;;;;;;;;;;;;;;;;;;
