remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
931a0a3a56d24158dac1ff5f88b7123d,2024-07-09T10:08:21+02:00,2024-07-09T10:08:21+02:00,Agriaperitivo,,Evento culturale,,,Degustazione di vini abbinati a prodotti chilometri zero dell'azienda agricola ;Il Petar;,"Ambiente
Tempo libero",Degustazione di vini abbinati a prodotti chilometri zero dell'azienda agricola ;Il Petar;,,,,Adulti,,Palazzo del Municipio,,,,"Tariffa € 25,00 a persona",,https://www.comune.spiazzo.tn.it/content/download/2614/33634/1/agriperitivo+2024_resized.jpg,,Pro Loco Spiazzo,,,,,,,,,,Italiano,20,2,,,,,
d1095e14197a3f110fa9d6b2961ca320,2024-07-09T10:10:28+02:00,2024-07-09T10:10:28+02:00,Un coro in corte,,Evento culturale,,,Concerto con il coro ;Cima Tosa; di Bolbeno nella splendida cornice della corte affrescata dal Pellizzari,Tempo libero,Concerto con il coro ;Cima Tosa; di Bolbeno nella splendida cornice della corte affrescata dal Pellizzari,,,,"Adulti,Anziani",,Cort da Togno,,,,,,https://www.comune.spiazzo.tn.it/content/download/2616/33676/1/coro+in+corte+24_resized.jpg,,Pro Loco Spiazzo,,,,,,,,,,Italiano,0,2,,,,,
e3b23ac19b53e41e7807e13ed8bdba95,2024-07-18T16:58:34+02:00,2024-07-18T16:58:34+02:00,Libero scambio di libri,,Evento culturale,,,Libero scambio di libri,Istruzione,Libero scambio di libri,locandina,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Piazza San Vigilio,,,,,,https://www.comune.spiazzo.tn.it/content/download/2630/33891/1/scambio+libri+2024_page-0001+resized.pdf,,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
b134a01aeab4d13ba9d7687221ff8a1b,2024-07-18T17:02:36+02:00,2024-07-18T17:02:36+02:00,Un coro in corte,,"Evento sociale,Evento culturale",,,Concerto con il Coro ;Cima Tosa; di Bolbeno nella splendida cornice della Corte affrescate dal Pellizzari,"Tempo libero
Patrimonio culturale",Concerto con il Coro ;Cima Tosa; di Bolbeno nella splendida cornice della Corte affrescate dal Pellizzari,coro in corte,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Cort da Togno,,,,,,https://www.comune.spiazzo.tn.it/content/download/2634/33966/1/coro+in+corte+24_resized.jpg,,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
1ec5fc876218dd412b2dc5bf062d8723,2024-07-18T17:07:18+02:00,2024-07-18T17:07:18+02:00,Agriperitivo,,Evento sociale,,,Agriperitivo - degustazione di vini abbinati a prodotti chilometri zero,Tempo libero,Agriperitivo,locandina,,,"Adulti,Anziani,Famiglie,Giovani",,Palazzo del Municipio,,,,€ 25 a persona,,https://www.comune.spiazzo.tn.it/content/download/2636/34011/1/agriperitivo+2024_resized.pdf,,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,20,2,,,,,
ca36788fc2600c6512575909c4677809,2024-08-29T09:18:29+02:00,2024-08-29T09:18:29+02:00,Convivenza uomo - intelligenza artificiale: quali prospettive per il futuro,,Evento culturale,,,Convegno ;Convivenza uomo - intelligenza artificiale: quali prospettive per il futuro;,"Tempo libero
Patrimonio culturale",Convegno ;Convivenza uomo - intelligenza artificiale: quali prospettive per il futuro;,locandina,,,"Giovani,Adulti,Famiglie",,Teatro parrocchiale,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2654/34442/1/3c2206888d23706f4641afe03cf741f1.pdf/file/locandina%2Bconvegno%2B01.10.2024.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
2cf089bff9023f91b2bcd239e6fd7508,2024-09-17T15:33:26+02:00,2024-09-24T09:36:01+02:00,Trento Film Festival - Cinema ottobre e novembre Spiazzo,,Evento culturale,,,Montagne vicine e lontane - cinema SpiazzoThe Great White Whale,Tempo libero,Montagne vicine e lontane - cinema ottobre e novembre Spiazzo,locandina,,,"Adulti,Anziani,Famiglie,Giovani",,Teatro parrocchiale,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2675/34750/2/b7ba7960c8794cc8fa9a1fa89103f989.pdf/file/image_123650291.JPG%2B%25281%2529.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
99b08af1f8803eaaf65cb2872c40be41,2024-09-17T15:31:33+02:00,2024-09-24T09:33:31+02:00,Trento Film Festival - Cinema ottobre e novembre Spiazzo,,Evento culturale,,,Montagne vicine e lontane - cinema SpiazzoLupo Uno,Tempo libero,Montagne vicine e lontane - cinema ottobre e novembre Spiazzo,locandina,,,"Adulti,Anziani,Famiglie,Giovani",,Teatro parrocchiale,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2673/34678/3/917e13e52c3fe8f63c47dfce9588864f.pdf/file/image_123650291.JPG%2B%25281%2529.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
86655998f8854eaf7f21c2c0ac661ac4,2024-09-17T15:32:40+02:00,2024-09-24T09:34:52+02:00,Trento Film Festival - Cinema ottobre e novembre Spiazzo,,Evento culturale,,,Montagne vicine e lontane - cinema SpiazzoUn Pasteur,Tempo libero,Montagne vicine e lontane - cinema ottobre e novembre Spiazzo,locandina,,,"Adulti,Anziani,Famiglie,Giovani",,Teatro parrocchiale,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2674/34714/3/8efada2fc12da6c822b11287164938d8.pdf/file/image_123650291.JPG.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
1a1f019e12bd55341c724551f57d88cf,2024-09-17T15:29:51+02:00,2024-09-24T09:32:41+02:00,Trento Film Festival - Cinema ottobre e novembre Spiazzo,,Evento culturale,,,Montagne vicine e lontane - cinema SpiazzoThe North Drift,Tempo libero,Montagne vicine e lontane - cinema ottobre e novembre Spiazzo,locandina,,,"Adulti,Anziani,Famiglie,Giovani",,Teatro parrocchiale,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2672/34642/3/ca4906d1790cefaa1b890d3a505d8f41.pdf/file/image_123650291.JPG.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
37357890b8967b557bc09069ca1ac2c3,2024-09-17T15:34:17+02:00,2024-09-24T09:37:09+02:00,Trento Film Festival - Cinema ottobre e novembre Spiazzo,,Evento culturale,,,Montagne vicine e lontane - cinema SpiazzoBergfahrt,Tempo libero,Montagne vicine e lontane - cinema ottobre e novembre Spiazzo,locandina,,,"Adulti,Anziani,Famiglie,Giovani",,Teatro parrocchiale,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2676/34786/2/c20bac050b7dee618d6c994f4c038ba9.pdf/file/image_123650291.JPG%2B%25282%2529.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
d50d502dfc6f8ecbb8db1be2823503c0,2024-09-17T15:27:59+02:00,2024-09-24T09:37:57+02:00,Trento Film Festival - Cinema ottobre e novembre Spiazzo,,Evento culturale,,,Montagne vicine e lontane - cinema SpiazzoThe ice Builders,Tempo libero,Montagne vicine e lontane - cinema ottobre e novembre Spiazzo,locandina,,,"Adulti,Anziani,Famiglie,Giovani",,Teatro parrocchiale,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2670/34597/7/d93e6d6026b5b1869b3c467d76a7cbb5.pdf/file/image_123650291.JPG.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
b1e97468801639700128ddb3f3ee51da,2024-10-31T12:01:38+01:00,2024-10-31T12:01:38+01:00,Stagione Teatrale 2024 - 2025,,Evento culturale,,,Rappresentazione teatrale ;Almeno Tu nell'universo - omaggio a Mia Martini;,"Tempo libero
Patrimonio culturale",Rappresentazione teatrale ;Almeno Tu nell'universo - omaggio a Mia Martini;,locandina,,,"Adulti,Giovani,Famiglie,Anziani",,Teatro parrocchiale,0,0,,,,"intero € 12,00ridotto € 10,00",,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2727/36059/1/648ccd78d92f9941c5e13917414af250.pdf/file/CTT_GIUDICARIE_TEATRO24-25_locSPETTACOLI_A3_stampa%2B6.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,0,2,,,,,
f72158d02c92fd1c42b4529a1676978d,2024-11-04T11:05:32+01:00,2024-11-04T11:05:32+01:00,La cura del noi,,Evento sociale,,,Volontari in rete - la cura del noi,Tempo libero,Volontari in rete - la cura del noi,locandina,,,Adulti,,Teatro parrocchiale,0,0,,,,,,,https://www.comune.spiazzo.tn.it/ocmultibinary/download/2732/36179/1/a755fe9eb8b2097bda83b3e6afda1002.pdf/file/La%2BCura%2Bdel%2BNoi%2B-%2B14%2Bnovembre%2B2024.pdf,Contatti Ufficio Segreteria - Protocollo,,,,,,,,,,,2,2,,,,,
