remoteId;published;modified;Titolo;"Eventuale sottotitolo";"Tipo di evento";"Identificativo dell'evento";"Date ed orari dell'evento";"Descrizione breve";Argomenti;"Descrizione completa";"Galleria immagini";Video;"Iniziativa di cui fa parte";Destinatari;"Informazioni sui destinatari";"Luogo dell'evento";lat;lon;address;"Presenti all'evento";"E' gratuito";"Informazioni sui costi";Offerta;Locandina;Allegati;"Punti di contatto";Contatti;"Ulteriori informazioni";Organizzatori;"Informazioni sugli organizzatori";Patrocinio;Sponsor;"Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento";"Chi presenta";"Servizio di traduzione curato da";"Lingue usate all'evento";"Numero massimo di posti";"Tempo di lettura";"Parole chiave";"Valutazione dell'evento";Appuntamenti;Recensione;"Indicato per"
0ec1d96d5d954e907ca1418dd8ecab51;2024-02-19T14:56:49+01:00;2024-02-22T08:20:54+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
798204dd0ba9e3eaf3eda3c549e83d36;2024-02-22T08:24:57+01:00;2024-02-22T08:25:17+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
5428758c7affed434b62bd13b03a1c9e;2024-02-22T08:24:29+01:00;2024-02-22T08:24:51+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
74f239a65cc943130f929402b338b671;2024-02-22T08:22:21+01:00;2024-02-22T08:22:55+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
64c129916af32cfc100c0dcd27b48717;2024-02-22T08:21:27+01:00;2024-02-22T08:22:06+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
1ef7f4aaf80ca0d8b50b0569a3f96358;2024-02-22T08:24:01+01:00;2024-02-22T08:24:23+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
5a85f5f604a4e110d1e83fade66f5dcc;2024-02-22T08:23:03+01:00;2024-02-22T08:23:25+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
7ad35fa290e1337e54084d1307c8bd1d;2024-02-22T08:25:29+01:00;2024-02-22T08:25:48+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
9f12aeedfe8dfdbe029e49c29252b6ad;2024-02-22T08:23:33+01:00;2024-02-22T08:23:54+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
d6eb6547892409bb3e308f72cf23f2e6;2024-02-22T08:27:13+01:00;2024-02-22T08:27:31+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
ee9e843f7cd1a0b36d6586424dc03241;2024-02-22T08:27:37+01:00;2024-02-22T08:27:55+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
dc6c47de5973130de61619785136b357;2024-02-22T08:28:23+01:00;2024-02-22T08:28:45+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
be6e81aad67d1f164462f1bc5646a9ca;2024-02-22T08:25:56+01:00;2024-02-22T08:26:15+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
e4480741a0c9bace4bd90c553e5baabd;2024-02-22T08:28:50+01:00;2024-02-22T08:29:08+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
bdc8df6e212a6a4f2b4118186cbb2cbf;2024-02-22T08:29:14+01:00;2024-02-22T08:29:31+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
0bf7bee73c726c942784d345beda38db;2024-02-22T08:26:46+01:00;2024-02-22T08:27:08+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
7b27f418b675282c2292f2ee36053266;2024-02-22T08:26:22+01:00;2024-02-22T08:26:40+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
307bd75b9883543ca960a4d41ac1a994;2024-02-22T08:28:00+01:00;2024-02-22T08:28:17+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
1a2964e872659ab9feadde5e7e00e02d;2024-02-22T08:29:37+01:00;2024-02-22T08:29:54+01:00;"Il mercato del martedì";;"Evento d'affari o commerciale";;;"Il tradizionale mercato di piazza del Municipio a Strigno.";"Economia
Commercio ambulante
Mercato";"Alimentari e non alimentari.";Mercato;;;Adulti,Anziani,Famiglie;;;;;;;;;;"Contatti Ufficio Demografico e Commercio";;;;;;;;;;Italiano;0;2;;;;;
88e092e14eb54de292637897947f59d7;2024-02-22T15:53:05+01:00;2024-02-22T15:53:05+01:00;'ncontramarzo;;"Evento culturale";;;"Una piccola passeggiata in compagnia per andare incontro alla primavera.";"Tempo libero";"Una piccola passeggiata in compagnia per andare incontro alla primavera.Ritrovo in piazza a Villa alle 18.00.Portate con voi campanelle, campanacci, barattoli e... qualsiasi cosa faccia rumore!Arrivo previsto in piazza ad Agnedo dove ci sarà un piccolo rinfresco.In caso di maltempo la passeggiata sarà annullata.";ncontramarzo;;;Famiglie;;;;;;;;https://www.comune.castel-ivano.tn.it/content/download/3527/41374/1/ncontramarzo.jpg;;"Contatti Corpo Vigili del fuoco volontari di Villa Agnedo";;;;;;;;;;Italiano;0;2;;;;;
c05331bf6d35255e02c0a9bff1d3dfa4;2024-02-23T15:01:27+01:00;2024-02-23T15:01:27+01:00;"L'arte dell'orto";;Seminario;;;"Benessere, socialità, consapevolezza.";"Agricoltura, silvicoltura e pesca
Agricoltura
Ambiente
Spazio verde";"Con Stefano Delugan (Agroecologo e Presidente della Federazione Trentina Agricoltura biologica e biodinamica).I metodi di coltivazione e i sistemi di conduzione, rotazioni e consociazioni, la biodinamica, i sistemi di di coltivazione, l’influenza della luna, le piante selvatiche e le tecniche di difesa attive e passive, la biodiversità e molto altro...";Orto;;;Adulti,Famiglie;;"Spazio civico Albano Tomaselli";;;;;;https://www.comune.castel-ivano.tn.it/content/download/3583/42242/1/orto.png;;"Contatto Ecomuseo della Valsugana";;;"Ecomuseo della Valsugana - Dalle sorgenti di Rava al Brenta";;;;;;;Italiano;100;2;;;;;
dbd5fa0e8917adeef136d2c87f8858d9;2024-02-24T15:22:57+01:00;2024-02-24T15:22:57+01:00;"In bosco";;"Conferenza e summit";;;"Per &quot;LE STORIE 2024&quot; il circolo Croxarie, in collaborazione con l'Ecomuseo della Valsugana e il Comune di Castel Ivano, ospita lo scrittore Daniele Zovi, che dialogherà con Massimo Libardi a proposito del suo libro &quot;In bosco&quot;.";"Ambiente
Spazio verde";"È quasi l’alba, Daniele finisce di preparare lo zaino, allaccia gli scarponi e lascia la sua casa per andare in bosco. Davanti a lui, un cammino di trenta chilometri attraverso l’altopiano di Asiago: dopo aver superato la lapide di due partigiani a pochi chilometri da casa, attraversa la devastazione lasciata dall’uragano Vaia, per poi salire verso il monte Portule, fermarsi per la notte a riposare e guardare le stelle, e poi tornare tra i segni delle trincee lungo il fronte italo-austriaco della prima guerra mondiale, lasciandosi alle spalle le cime innevate a nord.Passo dopo passo, su questi sentieri impariamo a osservare e a interpretare i segni della natura, dalle simbiosi che danno vita ai licheni allo sviluppo dei funghi in una ceppaia; ci meravigliamo scoprendo le orme lasciate da un cervo vicino a una fonte o osservando un insetto pattinatore scivolare sull’acqua di una pozza; e ci emozioniamo davanti alle tracce che secoli di storia hanno lasciato sull’altopiano, un luogo dove – notava Rigoni Stern – «non esistono castelli di nobili, non esistono ville di signori, né cattedrali di vescovi, per il semplice fatto che la terra è del popolo e i suoi frutti sono di tutti come ad uso antico».";"Le Storie 2024 / 3";;;Adulti,Anziani,Famiglie,Giovani;;"Spazio civico Albano Tomaselli";;;;;;https://www.comune.castel-ivano.tn.it/content/download/3589/42350/1/lestorie2024_3_ZOVI.pdf;;"Contatti Circolo culturale Croxarie";;;"Circolo culturale Croxarie";;;;;;;Italiano;100;2;;;;;
20122e137b9e82f6c76a4670418ba48a;2024-02-15T16:02:45+01:00;2024-02-24T15:06:14+01:00;"In alpeggio";;"Conferenza e summit";;;"Per &quot;LE STORIE 2024&quot; il circolo Croxarie, in collaborazione con l'Ecomuseo della Valsugana e il Comune di Castel Ivano, ospita Franco Frisanco, che dialogherà con Massimo Libardi su territorio, costruzioni, attività tradizionali e vita quotidiana in montagna.";"Agricoltura, silvicoltura e pesca
Foreste
Ambiente
Spazio verde
Istruzione";"Un viaggio tra le montagne della Valsugana alla riscoperta di un sapere antico.";"Le Storie 2024 / 2";;;Adulti,Anziani,Famiglie,Giovani;;"Spazio civico Albano Tomaselli";;;;;;https://www.comune.castel-ivano.tn.it/content/download/3416/39218/3/lestorie2024_2_FRISANCO.pdf;;"Contatti Circolo culturale Croxarie";;;"Circolo culturale Croxarie";;;;;;;Italiano;100;2;cultura,montagna,ambiente,letteratura,saggistica;;;;
e05e5cc640024a2f3870e72f6cd3c283;2024-02-13T11:59:53+01:00;2024-02-24T15:06:48+01:00;"Le metamorfosi della montagna";;"Conferenza e summit";;;"Per &quot;LE STORIE 2024&quot; il circolo Croxarie, in collaborazione con l'Ecomuseo della Valsugana e il Comune di Castel Ivano, ospita Paolo Costa, filosofo e saggista, ricercatore della Fondazione Bruno Kessler di Trento, che dialogherà con Massimo Libardi a proposito della montagna e di chi la vive.";Istruzione;"Camminando in montagna può capitare di chiedersi che cosa ci sia poi di così speciale in quello che si sta facendo, da dove venga la gioia che si prova malgrado la fatica, il sudore, il freddo o la pioggia. L'ultimo libro di Paolo Costa, &quot;L'arte dell'essenziale&quot;, è un tentativo di distillare il senso autentico di questa esperienza comune a partire da alcune parole chiave. Perché andare in montagna ci fa sentire più vivi? Che cosa c’è nel paesaggio che ci rende migliori? Come mai tra i monti l’esperienza del vuoto è tanto importante quanto il senso di pienezza? E perché non c’è nulla di male nel sentirsi inadeguati nelle Terre Alte? Prendendo spunto dalla sua esperienza personale, l’autore ci guida in un’escursione filosofica tra i prati, le vette, i ghiaioni e i boschi delle nostre montagne.";"Le storie 2024/1";;;Adulti,Anziani,Famiglie,Giovani;;"Spazio civico Albano Tomaselli";;;;;;https://www.comune.castel-ivano.tn.it/content/download/3338/37784/5/lestorie2024_1_COSTA.pdf;;"Contatti Circolo culturale Croxarie";;;"Circolo culturale Croxarie";;;;;;;Italiano;100;2;cultura,montagna,ambiente,letteratura,saggistica;;;;
cfd63642138fe847efcacea7767016a2;2024-02-25T09:30:04+01:00;2024-02-25T09:30:04+01:00;"Economia e sviluppo rurale. Gli strumenti in campo";;"Convegno / Conferenza";;;"Raccogliere le sfide e le opportunità per lo sviluppo delle aree rurali, sempre a sostegno delle filiere agroalimentari. Sono alcuni degli obiettivi dell’evento organizzato da Acli Terra su “Economia e Sviluppo Rurale – Gli strumenti in campo” previsto a Castel Ivano, presso la sala convegni dell’antico maniero della Valsugana, martedì prossimo 27 febbraio a partire dalle ore 17.45.";"Agricoltura, silvicoltura e pesca
Agricoltura
Economia";"Raccogliere le sfide e le opportunità per lo sviluppo delle aree rurali, sempre a sostegno delle filiere agroalimentari. Sono alcuni degli obiettivi dell’evento organizzato da Acli Terra su “Economia e Sviluppo Rurale – Gli strumenti in campo” previsto a Castel Ivano, presso la sala convegni dell’antico maniero della Valsugana, martedì prossimo 27 febbraio a partire dalle ore 17.45.L’evento vedrà la relazione del Dott. Angelo Frascarelli – docente di Economia e Politica Agraria UNIPG su “Agricoltura di Montagna e Sviluppo Rurale”; e del Dott. Daniele Zaccherini – commercialista su “Novità Economiche-Fiscali in Agricoltura”.Interverrà inoltre Nicola Tavoletta – Presidente nazionale ACLI Terra.";"Convegno ACLI Terra";;;Adulti,Giovani;;"Castel Ivano";;;;;;https://www.comune.castel-ivano.tn.it/content/download/3591/42395/1/acliterra.webp;;"Contatti Sindaco";;"Per la partecipazione è obbligatoria l'iscrizione (vedi locandina).In diretta Facebook e Youtube sui canali di ACLI Terra.";;;;;;;;Italiano;0;2;;;;;
8482e3728a2de5ae3199a6aff6d72cc9;2024-02-24T11:37:39+01:00;2024-02-26T09:07:32+01:00;"Coro Valsella: prove aperte al pubblico";;"Manifestazione musicale";;;"Prove corali aperte al pubblico del Coro Valsella.";"Tempo libero";"Prove corali aperte al pubblico del Coro Valsella.Le prove sono aperte alla partecipazione del pubblico per avvicinare in particolare i giovani al canto corale popolare.Al termine è previsto un piccolo rinfresco. L'iniziativa è parte del progetto &quot;A pieni polmoni&quot; 2024, patrocinata dal Comune di Castel Ivano.";"Coro Valsella";;;Famiglie;;"Spazio civico Albano Tomaselli";;;;;;https://www.comune.castel-ivano.tn.it/content/download/3585/42287/3/valsella.jpg;;"Contatti Pedenzini Attilio";;;;;;;;;;Italiano;100;2;;;;;
813ade0e7a135a75e9eb84afc34f3857;2024-02-26T14:31:14+01:00;2024-02-26T14:31:14+01:00;"Serata giochi da tavolo";;"Evento sociale";;;"Serata di gioco proposta dall'Associazione culturale Oltre.";"Tempo libero";"L'Associazione cultuale Oltre presenta, venerdì 1 marzo a partire dalle 20.30, presso lo Spazio civico Albano Tomaselli di Castel Ivano (frazione di Strigno), la Serata giochi da tavolo.La serata è gratuita e aperta a tutti. Chi lo volesse può portare da casa un proprio gioco per condividerlo con gli altri. Durante la serata è prevista la possibilità di aderire all'associazione organizzatrice.";"Serata giochi";;;Giovani;;"Spazio civico Albano Tomaselli";;;;;;https://www.comune.castel-ivano.tn.it/content/download/3599/42545/1/giochi.jpg;;"Contatti Circolo culturale Croxarie";;;;;;;;;;Italiano;100;2;;;;;
