id,legalName,openingHours,telephone,email,url,sports,location
399,Imperial Center,,"3917414107, 0461262403",,,[],
342,Istituto Superiore Don Milani - Depero,"sunday: 08:00 - 22:00, monday: 08:00 - 22:00, tuesday: 08:00 - 22:00, wednesday: 08:00 - 22:00, thursday: 08:00 - 22:00, friday: 08:00 - 22:00, saturday: 08:00 - 22:00",0464485511,,,[],
432,Joyfitness Club,"sunday: 10:00 - 17:00, tuesday: 10:00 - 22:00, wednesday: 10:00 - 22:00, thursday: 10:00 - 22:00, friday: 10:00 - 22:00, saturday: 10:00 - 22:00",3286165313,,,[],
400,Juta Center,"sunday: 10:00 - 20:00, tuesday: 07:00 - 22:30, wednesday: 07:00 - 22:30, thursday: 07:00 - 22:30, friday: 07:00 - 22:30, saturday: 07:00 - 22:30","0461230797, 3887278568",,,[],
343,Leno 2001,,0464400315,,,[],
434,Madonna Bianca,,0461390785,,,[],
435,Maestri di Sci e Snowboard Cristallo A.T.P.,,3806328814,,,[],
344,Maneggio H-Cadr,,0464508292,,,[],
542,Markspeed Race di Marchesan Gianni,,3356266636,,,[],
436,Navarini,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",0461959812,,,[],
61,Palagarda,,"0464555772, 0464554551",,,[],
348,Palazzetto dello Sport,,"0464438055, 0464413377",,,[],
439,Palazzetto Polifunzionale dello Sport di Molveno,"tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00",0461586978,,,[],
440,Palestra Povo,,0461959812,,,[],
349,Piscina Comunale Arco,,"0464517000, 0464516830",,,[],
350,Piscina Comunale Enrico Meroni,,0464520078,,,[],
312,Polisportiva Montebaldo,,0464394051,,,[],
351,Riva S.a.s. di Schneider Wilma e C.,,"3292146937, 0464552072",,,[],
543,Salone Dolores di Beltrami Dolores per Lei e per Lui,,"347459619, 337459619",,,[],
402,S.S. Buonconsiglio Nuoto,,"0461961625, 0461910464, 0461416164",,,[],
402,S.S. Buonconsiglio Nuoto,,"0461416162, 0461910464, 0461961625, 0461416164, 0461416163",,,[],
353,Stadio Quercia,,,,,[],
355,Tennis Club C10 Ass.Sportiva Dilettantistica,,0464431045,,,[],
313,Tennis Club,"sunday: 09:00 - 23:00, monday: 09:00 - 23:00, tuesday: 09:00 - 23:00, wednesday: 09:00 - 23:00, thursday: 09:00 - 23:00, friday: 09:00 - 23:00, saturday: 09:00 - 23:00",0464917149,,,[],
357,Tennisclinic,,3270808849,,,[],
404,Trim,"sunday: 09:00 - 12:30 / 14:30 - 18:00, tuesday: 09:00 - 21:00, wednesday: 09:00 - 21:00, thursday: 09:00 - 21:00, friday: 09:00 - 21:00, saturday: 09:00 - 21:00","0461924604, 0461912600",,,[],
405,Vela Centro Sportivo,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",0461959812,,,[],
406,Woody Valley S.r.l.,,0461950811,,,[],
406,Woody Valley S.r.l.,,360041005200,,,[],
360,Atletica Alto Garda E Ledro,"tuesday: 07:00 - 23:59, wednesday: 07:00 - 23:59, thursday: 07:00 - 23:59, friday: 07:00 - 23:59, saturday: 07:00 - 23:59",0464510346,,,[],
314,Societa' Sportiva Dilettantistica Golden Gym,"sunday: 10:00 - 12:30, tuesday: 09:00 - 21:30, wednesday: 09:00 - 21:30, thursday: 09:00 - 21:30, friday: 09:00 - 21:30, saturday: 09:00 - 21:30","3398423054, 3482105688",,,[],
544,Funivie Pinzolo Spa,"sunday: 08:00 - 12:00 / 14:00 - 17:30, monday: 08:00 - 12:00 / 14:00 - 17:30, tuesday: 08:00 - 12:00 / 14:00 - 17:30, wednesday: 08:00 - 12:00 / 14:00 - 17:30, thursday: 08:00 - 12:00 / 14:00 - 17:30, friday: 08:00 - 12:00 / 14:00 - 17:30, saturday: 08:00 - 12:00 / 14:00 - 17:30",0465501256,,,[],
407,A.S.I.S.,,"0461992888, 0461959799, 0461992990",,,[],
545,Scuola Italiana Sci CCM Campiglio,"sunday: 08:00 - 19:00, monday: 08:00 - 19:00, tuesday: 08:00 - 19:00, wednesday: 08:00 - 19:00, thursday: 08:00 - 19:00, friday: 08:00 - 19:00, saturday: 08:00 - 19:00",0465443222,,,[],
537,Hockey Club Val Rendena Associazione Sportiv,,"0465500068, 0465503654",,,[],
455,Centro sportivo Tione,,0465321023,,,[],
543,Salone Dolores di Beltrami Dolores per Lei e per Lui,,"347459619, 337459619",,,[],
544,Funivie Pinzolo Spa,"sunday: 08:00 - 12:00 / 14:00 - 17:30, monday: 08:00 - 12:00 / 14:00 - 17:30, tuesday: 08:00 - 12:00 / 14:00 - 17:30, wednesday: 08:00 - 12:00 / 14:00 - 17:30, thursday: 08:00 - 12:00 / 14:00 - 17:30, friday: 08:00 - 12:00 / 14:00 - 17:30, saturday: 08:00 - 12:00 / 14:00 - 17:30",0465501256,,,[],
534,Noleggio 5 Laghi,"tuesday: 08:30 - 19:00, wednesday: 08:30 - 19:00, thursday: 08:30 - 19:00, friday: 08:30 - 19:00, saturday: 08:30 - 19:00",0465443199,,,[],
535,Scuola Italiana Snowboard Zebra,"sunday: 08:00 - 12:30 / 15:00 - 20:00, monday: 08:00 - 12:30 / 15:00 - 20:00, tuesday: 08:00 - 12:30 / 15:00 - 20:00, wednesday: 08:00 - 12:30 / 15:00 - 20:00, thursday: 08:00 - 12:30 / 15:00 - 20:00, friday: 08:00 - 12:30 / 15:00 - 20:00, saturday: 08:00 - 12:30 / 15:00 - 20:00",0465442080,,,[],
536,Scuola Italiana Sci 5 Laghi,,"0465440355, 0465441650, 0465443181",,,[],
475,Trentino Wild,"sunday: 09:00 - 19:00, monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00","3402175873, 0463973278",,,[],
408,Centro Sportivo Andalo,"tuesday: 08:00 - 17:00, wednesday: 08:00 - 17:00, thursday: 08:00 - 17:00, friday: 08:00 - 17:00, saturday: 08:00 - 17:00",0461585776,,,[],
409,Associazione Equestre Cavalcailvento,,"3493856899, 0461568267",,,[],
367,Azienda Speciale per La Gestione degli Impianti Sportivi del Comune di Trento,,0461948032,,,[],
368,Black Ice S.n.c. di Bettin Yuri & C.,,3292599675,,,[],
411,Boulder City Asd,,0464507354,,,[],
414,Campo Calcio Sopramonte,,0461959812,,,[],
538,Campo Di Tiro - Centro Promescaiol,"sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",0463757451,,,[],
539,Centro Equitazione Alpina Val,,"0463751552, 3386078681",,,[],
421,Centro Equitazione Andalo,"sunday: 09:00 - 12:00 / 14:00 - 18:00, monday: 09:00 - 12:00 / 14:00 - 18:00, wednesday: 09:00 - 12:00 / 14:00 - 18:00, thursday: 09:00 - 12:00 / 14:00 - 18:00, friday: 09:00 - 12:00 / 14:00 - 18:00, saturday: 09:00 - 12:00 / 14:00 - 18:00",0461585900,,,[],
540,Centro Sportivo Comunale Di Mezzana,"sunday: 09:00 - 22:00, monday: 09:00 - 22:00, tuesday: 09:00 - 22:00, wednesday: 09:00 - 22:00, thursday: 09:00 - 22:00, friday: 09:00 - 22:00, saturday: 09:00 - 22:00",0463757551,,,[],
425,Centro Sportivo Di Trilacum,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",0461866471,,,[],
27,Circolo Tennis Arco,"sunday: 09:00 - 19:00, tuesday: 09:00 - 22:30, wednesday: 09:00 - 22:30, thursday: 09:00 - 22:30, friday: 09:00 - 22:30, saturday: 09:00 - 22:30",0464516824,,,[],
541,Golf Club Campo Carlo Magno,"sunday: 08:00 - 18:00, monday: 08:00 - 18:00, tuesday: 08:00 - 18:00, wednesday: 08:00 - 18:00, thursday: 08:00 - 18:00, friday: 08:00 - 18:00, saturday: 08:00 - 18:00",0465440622,,,[],
435,Maestri di Sci e Snowboard Cristallo A.T.P.,,3806328814,,,[],
542,Markspeed Race di Marchesan Gianni,,3356266636,,,[],
505,Palaghiaccio Folgarida,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59","0463986113, 0463986266",,,[],
439,Palazzetto Polifunzionale dello Sport di Molveno,"tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00",0461586978,,,[],
440,Palestra Povo,,0461959812,,,[],
442,Piscina Acquambiez,"sunday: 09:00 - 13:00 / 15:00 - 21:00, monday: 09:00 - 13:00 / 15:00 - 21:00, tuesday: 09:00 - 13:00 / 15:00 - 21:00, wednesday: 09:00 - 13:00 / 15:00 - 21:00, thursday: 09:00 - 13:00 / 15:00 - 21:00, friday: 09:00 - 13:00 / 15:00 - 21:00, saturday: 09:00 - 13:00 / 15:00 - 21:00",0465730082,,,[],
349,Piscina Comunale Arco,,"0464517000, 0464516830",,,[],
568,Ponte di Legno Golf Club,,0364900306,,,[],
569,Societa' Infrastrutture Alta Valcamonica S.p.a.,,0364900856,,,[],
456,Tennis Club Associazione Sportiva Dilettantistica,,3342925960,,,[],
360,Atletica Alto Garda E Ledro,"tuesday: 07:00 - 23:59, wednesday: 07:00 - 23:59, thursday: 07:00 - 23:59, friday: 07:00 - 23:59, saturday: 07:00 - 23:59",0464510346,,,[],
545,Scuola Italiana Sci CCM Campiglio,"sunday: 08:00 - 19:00, monday: 08:00 - 19:00, tuesday: 08:00 - 19:00, wednesday: 08:00 - 19:00, thursday: 08:00 - 19:00, friday: 08:00 - 19:00, saturday: 08:00 - 19:00",0465443222,,,[],
570,Aquafit Societa' Sportiva Dilettantistica a Responsabilita' Limitata,,0365823047,,,[],
571,A.S.D. Tennis Darzo,"sunday: 09:00 - 11:59 / 12:00 - 23:00, monday: 09:00 - 11:59 / 12:00 - 23:00, tuesday: 09:00 - 11:59 / 12:00 - 23:00, wednesday: 09:00 - 11:59 / 12:00 - 23:00, thursday: 09:00 - 11:59 / 12:00 - 23:00, friday: 09:00 - 11:59 / 12:00 - 23:00, saturday: 09:00 - 11:59 / 12:00 - 23:00",0465299257,,,[],
572,Immobiliare Amal di Bonardi Stefania e C. S.n.c.,,0365823047,,,[],
573,Oratorio Bagolino,"sunday: 18:00 - 22:00, monday: 14:00 - 22:00, tuesday: 18:00 - 22:00, wednesday: 18:00 - 22:00, thursday: 18:00 - 22:00, friday: 18:00 - 22:00, saturday: 18:00 - 22:00","036599108, 3394164273",,,[],
574,Piscina Idronuoto,,0365823047,,,[],
315,Stickl Sportcamp,"sunday: 08:30 - 18:00, monday: 08:30 - 18:00, tuesday: 08:30 - 18:00, wednesday: 08:30 - 18:00, thursday: 08:30 - 18:00, friday: 08:30 - 18:00, saturday: 08:30 - 18:00","0457401697, 0456570988",,,[],
575,Benaco Paddling Academy,,3209411619,,,[],
318,kite centergarda lake,,3454795705,,,[],
320,Garda Sporting Club Hotel,,0464552072,,,[],
576,Tennis Club Due Pini,,036543721,,,[],
577,Amici del Tennis Odolo,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59","3336507819, 3331948229",,,[],
578,Bocciodromo di Benedetti Giampietro,,0365511394,,,[],
579,Campo da Calcetto,"sunday: 08:00 - 22:00, monday: 08:00 - 22:00, tuesday: 08:00 - 22:00, wednesday: 08:00 - 22:00, thursday: 08:00 - 22:00, friday: 08:00 - 22:00, saturday: 08:00 - 22:00",036584221,,,[],
71,Campo da Calcio,"sunday: 07:00 - 20:00, monday: 07:00 - 20:00, tuesday: 07:00 - 20:00, wednesday: 07:00 - 20:00, thursday: 07:00 - 20:00, friday: 07:00 - 20:00, saturday: 07:00 - 20:00",0365954008,,,[],
328,Campo Felice Nensi,,,,,[],
580,Campo Pallavolo-Calcetto San Colombano,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",030927213,,,[],
581,Campo Sport Woityla di Gavardo,,0365371814,,,[],
582,Centro Sportiva Ro Volciano,"sunday: 10:00 - 23:59, monday: 10:00 - 23:59, tuesday: 10:00 - 23:59, wednesday: 10:00 - 23:59, thursday: 10:00 - 23:59, saturday: 10:00 - 23:59",0365556259,,,[],
583,Centro Sportivo Comunale,"tuesday: 16:30 - 19:00, wednesday: 16:30 - 19:00, saturday: 16:30 - 19:00","3385989551, 0365377411",,,[],
66,Circolo Tennis Ledro,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",3805235139,,,[],
584,Feralpisalo' S.r.l.,,"036541484, 036541740",,,[],
585,F.lli Tonoli S.a.s. di Tonoli Pietro & C.,,0365556259,,,[],
339,Fly2fun Parapendio Biposto,,3349469757,,,[],
586,Golf Bogliaco,"sunday: 08:00 - 18:30, monday: 08:00 - 18:30, tuesday: 08:00 - 18:30, wednesday: 08:00 - 18:30, thursday: 08:00 - 18:30, friday: 08:00 - 18:30, saturday: 08:00 - 18:30",0365643006,,,[],
546,Hotel Maroni,"sunday: 09:00 - 19:00, monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00",0464508198,,,[],
344,Maneggio H-Cadr,,0464508292,,,[],
587,Moto Club G.S. Galaello Associazione Sportiva Dilettantistica,,0365860354,,,[],
345,Nuove Concessioni Sportive Societa' Sportiva Dilettantistica a Responsabilita' Limitata,,0365513179,,,[],
588,Oratorio Circolo Anspi Don Bosco,,036581252,,,[],
589,Oratorio Salo',"sunday: 15:00 - 18:00, monday: 15:00 - 18:00, tuesday: 15:00 - 18:00, wednesday: 15:00 - 18:00, thursday: 15:00 - 18:00, friday: 15:00 - 18:00, saturday: 15:00 - 18:00","036543646, 036543498, 0365521700",,,[],
590,Oratorio San Luigi di Toscolano,,0365641378,,,[],
591,Oratorio Villa,,0365521720,,,[],
592,Piscina Due Pini,"sunday: 07:30 - 19:00, monday: 08:00 - 18:00, tuesday: 07:30 - 21:00, wednesday: 07:30 - 21:00, thursday: 08:00 - 21:00, friday: 07:30 - 21:00, saturday: 07:30 - 21:00",036540030,,,[],
593,Polisportiva Vobarno Associazione Sportiva Dilettantistica,"sunday: 15:00 - 20:00, monday: 15:00 - 20:00, tuesday: 17:00 - 20:00, wednesday: 15:30 - 22:30, thursday: 16:30 - 18:30, friday: 16:00 - 20:30, saturday: 20:00 - 22:30","3331705691, 3357600429",,,[],
351,Riva S.a.s. di Schneider Wilma e C.,,"3292146937, 0464552072",,,[],
594,Societa' Sportiva Dilettantistica Trial Team 3d S.r.l.,,3458450471,,,[],
595,Stadio Rugby,,036440001,,,[],
596,Struttura Sportiva Barbarano,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59","0365296845, 3315762941",,,[],
597,Tennis Club Collio,"sunday: 09:00 - 17:00, monday: 09:00 - 17:00, tuesday: 09:00 - 17:00, wednesday: 09:00 - 17:00, thursday: 09:00 - 17:00, friday: 09:00 - 17:00, saturday: 09:00 - 17:00",030927213,,,[],
356,Tennis Club Malcesine,"sunday: 07:30 - 22:00, monday: 07:30 - 22:00, tuesday: 07:30 - 22:00, wednesday: 07:30 - 22:00, thursday: 07:30 - 22:00, friday: 07:30 - 22:00, saturday: 07:30 - 22:00","3516148134, 0456584136",,,[],
571,A.S.D. Tennis Darzo,"sunday: 09:00 - 11:59 / 12:00 - 23:00, monday: 09:00 - 11:59 / 12:00 - 23:00, tuesday: 09:00 - 11:59 / 12:00 - 23:00, wednesday: 09:00 - 11:59 / 12:00 - 23:00, thursday: 09:00 - 11:59 / 12:00 - 23:00, friday: 09:00 - 11:59 / 12:00 - 23:00, saturday: 09:00 - 11:59 / 12:00 - 23:00",0465299257,,,[],
66,Circolo Tennis Ledro,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",3805235139,,,[],
546,Hotel Maroni,"sunday: 09:00 - 19:00, monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00",0464508198,,,[],
315,Stickl Sportcamp,"sunday: 08:30 - 18:00, monday: 08:30 - 18:00, tuesday: 08:30 - 18:00, wednesday: 08:30 - 18:00, thursday: 08:30 - 18:00, friday: 08:30 - 18:00, saturday: 08:30 - 18:00","0457401697, 0456570988",,,[],
318,kite centergarda lake,,3454795705,,,[],
320,Garda Sporting Club Hotel,,0464552072,,,[],
322,Altogarda Golf,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",0365643006,,,[],
323,Amici Nuoto Riva,,"3490586660, 0464311398, 0464520078, 3397376737",,,[],
570,Aquafit Societa' Sportiva Dilettantistica a Responsabilita' Limitata,,0365823047,,,[],
71,Campo da Calcio,"sunday: 07:00 - 20:00, monday: 07:00 - 20:00, tuesday: 07:00 - 20:00, wednesday: 07:00 - 20:00, thursday: 07:00 - 20:00, friday: 07:00 - 20:00, saturday: 07:00 - 20:00",0365954008,,,[],
328,Campo Felice Nensi,,,,,[],
580,Campo Pallavolo-Calcetto San Colombano,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",030927213,,,[],
455,Centro sportivo Tione,,0465321023,,,[],
27,Circolo Tennis Arco,"sunday: 09:00 - 19:00, tuesday: 09:00 - 22:30, wednesday: 09:00 - 22:30, thursday: 09:00 - 22:30, friday: 09:00 - 22:30, saturday: 09:00 - 22:30",0464516824,,,[],
47,Circolo Tennis Torbole,"sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",3925442873,,,[],
337,Club Ippico San Giorgio,"sunday: 09:00 - 12:00 / 14:00 - 19:00, monday: 09:00 - 12:00 / 14:00 - 19:00, wednesday: 09:00 - 12:00 / 14:00 - 19:00, thursday: 09:00 - 12:00 / 14:00 - 19:00, friday: 09:00 - 12:00 / 14:00 - 19:00, saturday: 09:00 - 12:00 / 14:00 - 19:00",3484438307,,,[],
598,Comune Di Paspardo,"sunday: 08:00 - 12:00 / 14:00 - 18:00, tuesday: 08:00 - 12:00 / 14:00 - 18:00, wednesday: 08:00 - 12:00 / 14:00 - 18:00, thursday: 08:00 - 12:00 / 14:00 - 18:00, friday: 08:00 - 12:00 / 14:00 - 18:00, saturday: 08:00 - 12:00 / 14:00 - 18:00",036448025,,,[],
338,Comune di Riva del Garda,,0464520078,,,[],
339,Fly2fun Parapendio Biposto,,3349469757,,,[],
586,Golf Bogliaco,"sunday: 08:00 - 18:30, monday: 08:00 - 18:30, tuesday: 08:00 - 18:30, wednesday: 08:00 - 18:30, thursday: 08:00 - 18:30, friday: 08:00 - 18:30, saturday: 08:00 - 18:30",0365643006,,,[],
572,Immobiliare Amal di Bonardi Stefania e C. S.n.c.,,0365823047,,,[],
344,Maneggio H-Cadr,,0464508292,,,[],
345,Nuove Concessioni Sportive Societa' Sportiva Dilettantistica a Responsabilita' Limitata,,0365513179,,,[],
573,Oratorio Bagolino,"sunday: 18:00 - 22:00, monday: 14:00 - 22:00, tuesday: 18:00 - 22:00, wednesday: 18:00 - 22:00, thursday: 18:00 - 22:00, friday: 18:00 - 22:00, saturday: 18:00 - 22:00","036599108, 3394164273",,,[],
61,Palagarda,,"0464555772, 0464554551",,,[],
599,Parrocchia Paspardo,"sunday: 00:00 - 23:59, monday: 00:00 - 23:59, tuesday: 00:00 - 23:59, wednesday: 00:00 - 23:59, thursday: 00:00 - 23:59, friday: 00:00 - 23:59, saturday: 00:00 - 23:59",036448018,,,[],
349,Piscina Comunale Arco,,"0464517000, 0464516830",,,[],
350,Piscina Comunale Enrico Meroni,,0464520078,,,[],
574,Piscina Idronuoto,,0365823047,,,[],
351,Riva S.a.s. di Schneider Wilma e C.,,"3292146937, 0464552072",,,[],
594,Societa' Sportiva Dilettantistica Trial Team 3d S.r.l.,,3458450471,,,[],
595,Stadio Rugby,,036440001,,,[],
456,Tennis Club Associazione Sportiva Dilettantistica,,3342925960,,,[],
597,Tennis Club Collio,"sunday: 09:00 - 17:00, monday: 09:00 - 17:00, tuesday: 09:00 - 17:00, wednesday: 09:00 - 17:00, thursday: 09:00 - 17:00, friday: 09:00 - 17:00, saturday: 09:00 - 17:00",030927213,,,[],
356,Tennis Club Malcesine,"sunday: 07:30 - 22:00, monday: 07:30 - 22:00, tuesday: 07:30 - 22:00, wednesday: 07:30 - 22:00, thursday: 07:30 - 22:00, friday: 07:30 - 22:00, saturday: 07:30 - 22:00","3516148134, 0456584136",,,[],
357,Tennisclinic,,3270808849,,,[],
360,Atletica Alto Garda E Ledro,"tuesday: 07:00 - 23:59, wednesday: 07:00 - 23:59, thursday: 07:00 - 23:59, friday: 07:00 - 23:59, saturday: 07:00 - 23:59",0464510346,,,[],
455,Centro sportivo Tione,,0465321023,,,[],
456,Tennis Club Associazione Sportiva Dilettantistica,,3342925960,,,[],
534,Noleggio 5 Laghi,"tuesday: 08:30 - 19:00, wednesday: 08:30 - 19:00, thursday: 08:30 - 19:00, friday: 08:30 - 19:00, saturday: 08:30 - 19:00",0465443199,,,[],
535,Scuola Italiana Snowboard Zebra,"sunday: 08:00 - 12:30 / 15:00 - 20:00, monday: 08:00 - 12:30 / 15:00 - 20:00, tuesday: 08:00 - 12:30 / 15:00 - 20:00, wednesday: 08:00 - 12:30 / 15:00 - 20:00, thursday: 08:00 - 12:30 / 15:00 - 20:00, friday: 08:00 - 12:30 / 15:00 - 20:00, saturday: 08:00 - 12:30 / 15:00 - 20:00",0465442080,,,[],
536,Scuola Italiana Sci 5 Laghi,,"0465440355, 0465441650, 0465443181",,,[],
408,Centro Sportivo Andalo,"tuesday: 08:00 - 17:00, wednesday: 08:00 - 17:00, thursday: 08:00 - 17:00, friday: 08:00 - 17:00, saturday: 08:00 - 17:00",0461585776,,,[],
320,Garda Sporting Club Hotel,,0464552072,,,[],
537,Hockey Club Val Rendena Associazione Sportiv,,"0465500068, 0465503654",,,[],
322,Altogarda Golf,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",0365643006,,,[],
323,Amici Nuoto Riva,,"3490586660, 0464311398, 0464520078, 3397376737",,,[],
409,Associazione Equestre Cavalcailvento,,"3493856899, 0461568267",,,[],
367,Azienda Speciale per La Gestione degli Impianti Sportivi del Comune di Trento,,0461948032,,,[],
411,Boulder City Asd,,0464507354,,,[],
414,Campo Calcio Sopramonte,,0461959812,,,[],
421,Centro Equitazione Andalo,"sunday: 09:00 - 12:00 / 14:00 - 18:00, monday: 09:00 - 12:00 / 14:00 - 18:00, wednesday: 09:00 - 12:00 / 14:00 - 18:00, thursday: 09:00 - 12:00 / 14:00 - 18:00, friday: 09:00 - 12:00 / 14:00 - 18:00, saturday: 09:00 - 12:00 / 14:00 - 18:00",0461585900,,,[],
425,Centro Sportivo Di Trilacum,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",0461866471,,,[],
27,Circolo Tennis Arco,"sunday: 09:00 - 19:00, tuesday: 09:00 - 22:30, wednesday: 09:00 - 22:30, thursday: 09:00 - 22:30, friday: 09:00 - 22:30, saturday: 09:00 - 22:30",0464516824,,,[],
66,Circolo Tennis Ledro,"sunday: 08:00 - 20:00, monday: 08:00 - 20:00, tuesday: 08:00 - 20:00, wednesday: 08:00 - 20:00, thursday: 08:00 - 20:00, friday: 08:00 - 20:00, saturday: 08:00 - 20:00",3805235139,,,[],
47,Circolo Tennis Torbole,"sunday: 08:00 - 23:00, monday: 08:00 - 23:00, tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00, thursday: 08:00 - 23:00, friday: 08:00 - 23:00, saturday: 08:00 - 23:00",3925442873,,,[],
337,Club Ippico San Giorgio,"sunday: 09:00 - 12:00 / 14:00 - 19:00, monday: 09:00 - 12:00 / 14:00 - 19:00, wednesday: 09:00 - 12:00 / 14:00 - 19:00, thursday: 09:00 - 12:00 / 14:00 - 19:00, friday: 09:00 - 12:00 / 14:00 - 19:00, saturday: 09:00 - 12:00 / 14:00 - 19:00",3484438307,,,[],
338,Comune di Riva del Garda,,0464520078,,,[],
541,Golf Club Campo Carlo Magno,"sunday: 08:00 - 18:00, monday: 08:00 - 18:00, tuesday: 08:00 - 18:00, wednesday: 08:00 - 18:00, thursday: 08:00 - 18:00, friday: 08:00 - 18:00, saturday: 08:00 - 18:00",0465440622,,,[],
546,Hotel Maroni,"sunday: 09:00 - 19:00, monday: 09:00 - 19:00, tuesday: 09:00 - 19:00, wednesday: 09:00 - 19:00, thursday: 09:00 - 19:00, friday: 09:00 - 19:00, saturday: 09:00 - 19:00",0464508198,,,[],
435,Maestri di Sci e Snowboard Cristallo A.T.P.,,3806328814,,,[],
344,Maneggio H-Cadr,,0464508292,,,[],
542,Markspeed Race di Marchesan Gianni,,3356266636,,,[],
61,Palagarda,,"0464555772, 0464554551",,,[],
439,Palazzetto Polifunzionale dello Sport di Molveno,"tuesday: 08:00 - 23:00, wednesday: 08:00 - 23:00",0461586978,,,[],
440,Palestra Povo,,0461959812,,,[],
442,Piscina Acquambiez,"sunday: 09:00 - 13:00 / 15:00 - 21:00, monday: 09:00 - 13:00 / 15:00 - 21:00, tuesday: 09:00 - 13:00 / 15:00 - 21:00, wednesday: 09:00 - 13:00 / 15:00 - 21:00, thursday: 09:00 - 13:00 / 15:00 - 21:00, friday: 09:00 - 13:00 / 15:00 - 21:00, saturday: 09:00 - 13:00 / 15:00 - 21:00",0465730082,,,[],
349,Piscina Comunale Arco,,"0464517000, 0464516830",,,[],
350,Piscina Comunale Enrico Meroni,,0464520078,,,[],
351,Riva S.a.s. di Schneider Wilma e C.,,"3292146937, 0464552072",,,[],
543,Salone Dolores di Beltrami Dolores per Lei e per Lui,,"347459619, 337459619",,,[],
357,Tennisclinic,,3270808849,,,[],
