remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
,,Rassegna cinematografica intercomunaleLa vita del comandante di Auschwitz e sua moglie nei pressi del campo di concentramento.,"Tempo libero
Patrimonio culturale","
Regia di Jonathan Glazer
con Christian Friedel, Sandra Hüller, Johann Karthaus, Luis Noah Witte, Nele Ahrensmeier
Drammatico, Storico
Gran Bretagna, Polonia, USA, 2023durata 105 minuti
Il film segue la vita quotidiana di una famiglia tedesca che vive accanto al campo di concentramento nazista di Auschwitz durante la Seconda Guerra Mondiale.
La famiglia Höss vive in un’elegante casa di campagna in riva al fiume, li vediamo fare il bagno con i bambini in estate, come se dietro al loro giardino non ci fossero i forni crematori del campo di concentramento. Il padre di famiglia è Rudolf Höss (Christian Friedel), comandante alla direzione del campo.
Seguiamo la vita di questa famiglia fuori e dentro ad Auschwitz. All’interno osserviamo il lavoro di Rudolf e fuori scorgiamo la moglie Hedwig (Sandra Hüller) che prende il tè con le amiche e i bambini che vanno in bicicletta allegramente. In sottofondo si sentono i rumori sinistri di prigionieri che marciano legati e nell’aria si vedono alzarsi nuvole di cenere.Tra queste due dimensioni contrastanti, si intrecciano anche storie di coraggio e storie d’amore clandestine…",La zona d'interesse,https://www.youtube.com/watch?v=1uIVpxk1pTk&t=8s|La zona d'interesse,,"Adulti,Anziani,Giovani,Famiglie",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0,2,,,,,,,,,,,,,
,,Rassegna cinematografica intercomunale.La vita del comandante di Auschwitz e sua moglie nei pressi del campo di concentramento.,"Tempo libero
Patrimonio culturale","
Regia di Jonathan Glazer
con Christian Friedel, Sandra Hüller, Johann Karthaus, Luis Noah Witte, Nele Ahrensmeier
Drammatico, Storico
Gran Bretagna, Polonia, USA, 2023durata 105 minuti
Il film segue la vita quotidiana di una famiglia tedesca che vive accanto al campo di concentramento nazista di Auschwitz durante la Seconda Guerra Mondiale.
La famiglia Höss vive in un’elegante casa di campagna in riva al fiume, li vediamo fare il bagno con i bambini in estate, come se dietro al loro giardino non ci fossero i forni crematori del campo di concentramento. Il padre di famiglia è Rudolf Höss (Christian Friedel), comandante alla direzione del campo.
Seguiamo la vita di questa famiglia fuori e dentro ad Auschwitz. All’interno osserviamo il lavoro di Rudolf e fuori scorgiamo la moglie Hedwig (Sandra Hüller) che prende il tè con le amiche e i bambini che vanno in bicicletta allegramente. In sottofondo si sentono i rumori sinistri di prigionieri che marciano legati e nell’aria si vedono alzarsi nuvole di cenere.Tra queste due dimensioni contrastanti, si intrecciano anche storie di coraggio e storie d’amore clandestine…",La zona d'interesse,https://www.youtube.com/watch?v=1uIVpxk1pTk&t=8s|La zona d'interesse,,"Adulti,Anziani,Giovani,Famiglie",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0,2,,,,,,,,,,,,,
,,Due amici di infanzia si perdono e si ritrovano. Seguiamo l'evolversi della loro relazione in tre archi temporali.,"Tempo libero
Patrimonio culturale","
Regia di Celine Song
con Greta Lee, Teo Yoo, John Magaro, Seung-ah Moon, Seung Min Yim
Drammatico
USA, 2023durata 106 minuti
Nora e Hae Sung (Moon Seung-ah e Seung Min Yim) sono due amici d’infanzia molto legati tra loro. I due vengono separati quando la famiglia di Nora decide di emigrare dalla Corea del Sud al Canada e finiscono col perdersi di vista.
Crescendo in America, Nora (Greta Lee) riesce a coronare il suo sogno di scrivere per vivere e si trasferisce a New York. Nel frattempo Hae Sung (Teo Yoo) sta svolgendo la leva militare obbligatoria in Corea.Vent’anni dopo i due si incontrano e trascorrono insieme una settimana, durante la quale si ritroveranno ad affrontare nozioni come quella di amore e destino.",Past lives,https://www.youtube.com/watch?v=V7vHcyNCAxw|Past lives,,"Adulti,Giovani,Anziani",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0,2,,,,,,,,,,,,,
,,Due amici di infanzia si perdono e si ritrovano. Seguiamo l'evolversi della loro relazione in tre archi temporali.,"Tempo libero
Patrimonio culturale","
Regia di Celine Song
con Greta Lee, Teo Yoo, John Magaro, Seung-ah Moon, Seung Min Yim
Drammatico
USA, 2023durata 106 minuti
Nora e Hae Sung (Moon Seung-ah e Seung Min Yim) sono due amici d’infanzia molto legati tra loro. I due vengono separati quando la famiglia di Nora decide di emigrare dalla Corea del Sud al Canada e finiscono col perdersi di vista.
Crescendo in America, Nora (Greta Lee) riesce a coronare il suo sogno di scrivere per vivere e si trasferisce a New York. Nel frattempo Hae Sung (Teo Yoo) sta svolgendo la leva militare obbligatoria in Corea.Vent’anni dopo i due si incontrano e trascorrono insieme una settimana, durante la quale si ritroveranno ad affrontare nozioni come quella di amore e destino.",Past lives,https://www.youtube.com/watch?v=V7vHcyNCAxw|Past lives,,"Adulti,Giovani,Anziani",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0,2,,,,,,,,,,,,,
,,"Rassegna cinematografica intercomunaleUna pop song colorata e liberatoria, che racconta la pubertà con una metafora portentosa.","Tempo libero
Patrimonio culturale","
Regia di Domee Shi
Animazione, AvventuraUSA, 2022
Mei Lee è una tredicenne, che in piena tempesta ormonale, durante i difficili e tormentati anni della pubertà, è pronta a vivere quello che lei stessa definisce “l’anno migliore del mondo”. Una mattina, però, Mei Lee si risveglia con fattezze per nulla adolescenziali, ma simili a quelle di un grosso panda rosso dal pelo morbidissimo. È sua madre a spiegarle che la sua famiglia è anticamente collegata da un legame mistico con l’animale, che ha causato un difetto del gene.Questa trasformazione animalesca, però, si innesca soltanto quando la giovane si entusiasma e prova emozioni forti, creandole non poco imbarazzo e situazioni spiacevoli a scuola. Come gestirà Mei Lee questa situazione?",Red turning,https://www.youtube.com/watch?v=lrVrcN9UNjQ|Red turning,,"Famiglie,Bambini",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0,2,,,,,,,,,,,,,
,,Rassegna cinematografica intercomunale.Secondo capitolo per la trilogia dedicata a &quot,Dune&quot, di Frank Herbert da Denis Villeneuve.,"Tempo libero
Patrimonio culturale","
Regia di Denis Villeneuve
con Rebecca Ferguson, Timothée Chalamet, Zendaya, Stellan Skarsgård, Javier Bardem
Azione, Avventura, DrammaticoUSA, Canada, 2024
Protagonista della storia è ancora una volta Paul Atreides (Timothée Chalamet), che dopo essersi unito a Chani (Zendaya) e agli altri Fremen, medita vendetta contro i cospiratori, che hanno distrutto la sua famiglia.Quest’avventura lo porterà a intraprendere una missione molto importante, che gli permetterebbe di impedire la realizzazione di un terribile futuro, che soltanto lui è capace di prevedere.",Dune 2,https://www.youtube.com/watch?v=UgcRr6cAh2E&embeds_referring_euri=https%3A%2F%2Fwww.trentinospettacoli.it%2F&source_ve_path=OTY3MTQ&feature=emb_imp_woyt|Dune 2,,"Adulti,Giovani",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0.0,2,,,,,,,,,,,
,,Rassegna cinematografica intercomunale.Secondo capitolo per la trilogia dedicata a &quot,Dune&quot, di Frank Herbert da Denis Villeneuve.,"Tempo libero
Patrimonio culturale","
Regia di Denis Villeneuve
con Rebecca Ferguson, Timothée Chalamet, Zendaya, Stellan Skarsgård, Javier Bardem
Azione, Avventura, DrammaticoUSA, Canada, 2024
Protagonista della storia è ancora una volta Paul Atreides (Timothée Chalamet), che dopo essersi unito a Chani (Zendaya) e agli altri Fremen, medita vendetta contro i cospiratori, che hanno distrutto la sua famiglia.Quest’avventura lo porterà a intraprendere una missione molto importante, che gli permetterebbe di impedire la realizzazione di un terribile futuro, che soltanto lui è capace di prevedere.",Dune 2,https://www.youtube.com/watch?v=UgcRr6cAh2E&embeds_referring_euri=https%3A%2F%2Fwww.trentinospettacoli.it%2F&source_ve_path=OTY3MTQ&feature=emb_imp_woyt|Dune 2,,"Adulti,Giovani",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0.0,2,,,,,,,,,,,
,,"Rassegna cinematografica intercomunale.Un'avventura al femminile dai risvolti sociali ed ecologici, ambientata negli splendidi scenari dell'Amazzonia.","Tempo libero
Patrimonio culturale","
Regia di Gilles de Maistre
con Emily Bett Rickards, Lumi Pollack, Wayne Charles Baker, Paul Greene, Kelly Hope Taylor
Avventura, Commedia, Family
Francia, 2024durata 100 minuti
Autumn (Lumi Pollack), è una bambina che vive nella Foresta Amazzonica.
Cresciuta a contatto con la natura, la bambina ha stretto un legame molto forte con un cucciolo di giaguaro a cui dà il nome Hope. Quando Autumn ha sei anni, è costretta a lasciare il luogo idilliaco dove vive per trasferirsi nella caotica New York con suo padre Saul (Paul Greene).Otto anni dopo, Autumn è ormai un’adolescente ma non ha mai dimenticato il suo amato Hope. Un giorno scopre che il giaguaro, ormai diventato adulto, è in serio pericolo. La ragazzina non esita un minuto e decide di partire per tornare nella giungla amazzonica e salvare il suo migliore amico.",Emma,https://www.youtube.com/watch?v=BTMpskFlf0g|Emma e il giaguaro nero,,"Bambini,Famiglie",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0,2,,,,,,,,,,,,,
,,"Rassegna cinematografica intercomunaleUna pop song colorata e liberatoria, che racconta la pubertà con una metafora portentosa.","Tempo libero
Patrimonio culturale","
Regia di Domee Shi
Animazione, AvventuraUSA, 2022
Mei Lee è una tredicenne, che in piena tempesta ormonale, durante i difficili e tormentati anni della pubertà, è pronta a vivere quello che lei stessa definisce “l’anno migliore del mondo”. Una mattina, però, Mei Lee si risveglia con fattezze per nulla adolescenziali, ma simili a quelle di un grosso panda rosso dal pelo morbidissimo. È sua madre a spiegarle che la sua famiglia è anticamente collegata da un legame mistico con l’animale, che ha causato un difetto del gene.Questa trasformazione animalesca, però, si innesca soltanto quando la giovane si entusiasma e prova emozioni forti, creandole non poco imbarazzo e situazioni spiacevoli a scuola. Come gestirà Mei Lee questa situazione?",Red turning,https://www.youtube.com/watch?v=lrVrcN9UNjQ|Red turning,,"Famiglie,Bambini",,Sala della Comunità Riva del Garda,,,,"
ingresso
intero 7 euroridotto 5 euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura biglietteria mezz’ora prima della proiezione",,,,Cinema intercomunale,,"Rassegna cinematografica intercomunale organizzata dalla Comunità di valle Alto Garda e Ledro e dai Comuni di Arco, Drena, Ledro, Nago-Torbole, Riva del Garda e Tenno, per la direzione artistica del Coordinamento teatrale trentino.",,,,,,,,,0,2,,,,,,,,,,,,,
,,Mercoledì 13 marzo 2024 ore 20.30 - Sala della Rocca Riva del Garda,"Ambiente
Pianificazione del territorio
Lavori pubblici","
Relatori:
Giovanni Rullo: Le ipotesi progettuali di medio breve termine,
Ezio Viglietti: Analisi macro della mobilità dell’Alto Garda e Vallagarina,Dibattito con il pubblico presente",Alto Garda mobilità,,,"Adulti,Famiglie,Giovani",,,,,,,,https://www.comune.nago-torbole.tn.it/content/download/3304/55601/3/PHOTO-2024-03-12-16-06-39.jpg,,Comitato Mobilità Sostenibile Trentino ,,,,,,,,,,Italiano,0,2,,,,,,,,,,,,,
,,Sabato 23 marzo ad ore 10.00 presso la sede del Circolo surf Torbole,"Ambiente
Pianificazione del territorio
Lavori pubblici","Presso Circolo Surf Torbole Torbole - Via della Lòva 1 (accanto all’ex Colonia Pavese)Introduzione: Maurizio Maffi (Il Coordinamento Interregionale per la Tutela del Garda)Moderatrice: Maria Elisabetta MontagniRELATORI:
Paolo CiresaLa ciclovia del Garda: interventi, costi, sicurezza, alternative e il progetto per il tratto nord-est
Marina BonomettiLa ciclovia del Garda - tratto ovest. Una sfida temeraria
Agostino Pasquali ColuzziVulnerabilità geologica dell’alto Garda
Alberta Cazzani
La ciclovia lombarda, un’opera necessaria?
Wolfgang von KlebelsbergL’altra ciclovia: la via d’acqua",Ciclovia,,,"Adulti,Famiglie,Giovani",,Sede Circolo Surf Torbole,,,,,,https://www.comune.nago-torbole.tn.it/content/download/3324/55843/1/539158134LOCANDINA_23+marzo-1.pdf,,Coordinamento interregionale per la tutela del Garda,,,,,,,,,,Italiano,0,2,,,,,,,,,,,,,
