remoteId,published,modified,Titolo,Titolo breve,Immagine,Descrizione breve,Descrizione,Locandina dell'evento,Inizio,Termine,Orario,Durata,Quando,Dove,lat,lon,address,Informazioni,Destinatari,Target,Costi,Stato,Parole chiave,Circoscrizione,Tipologia di evento,Iniziativa cui fa parte,Associazione,Progressivo,Fonte,Galleria,Telefono,Fax,Email,Sito web,Valutazione dell'utente,Location,Tipologia,Tipo evento,Manifestazione collegata (numero),Manifestazione collegata (testo),Immagine correlata,Comune
02a0c7aec197e56b3a9dff681669e77f,2018-04-03T14:00:00+02:00,2018-03-28T10:31:27+02:00,Soggiorni climatici al mare 2018 - Iscrizioni,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/soggiorni-climatici-al-mare-2018-iscrizioni/3088988-1-ita-IT/Soggiorni-climatici-al-mare-2018-Iscrizioni.jpg,"Il Settore Socioassistenziale della Comunità Valsugana e Tesino organizza i soggiorni climatici al mare per l’anno 2018 a Viserbella, dal 3 al 17 giugno 2018.","Il Settore Socioassistenziale della Comunità Valsugana e Tesino organizza i soggiorni climatici al mare per l’anno 2018 rivolti a:


anziani ultrasessantacinquenni,

persone che usufruiscono dei servizi di assistenza domiciliare,

invalidi civili,

persone con disabilità,

ospiti delle RSA-Case di Riposo e altre strutture residenziali,

persone segnalate dal Servizio Sociale,

persone che si trovano in particolari situazioni di disagio e di emarginazione,

persone che necessitano di un soggiorno protetto, con il fine di promuovere il loro benessere e lo sviluppo della vita di relazione.


",http://www.comunitavalsuganaetesino.it/content/download/210880/3088991/2/2687.pdf,2018-04-03T14:00:00+02:00,2018-04-16T12:00:00+02:00,,,Iscrizioni dal 3 al 16 aprile 2018,"Piazzetta Ceschi, Borgo Valsugana",46.054642,11.460071,"Palazzo Ceschi, Corso Ausugum, Crosetta, Cimond&egrave,, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, Italia","
ISCRIZIONI: dal 3 al 16 aprile 
Le iscrizioni potranno essere effettuate presso gli Uffici amministrativi del Settore Socio-Assistenziale in Piazzetta Ceschi, 2 a Borgo Valsugana
dal lunedì al venerdì dalle 8.30 alle 12.00
martedì e giovedì dalle 14.00 alle 16.00.La documentazione completa e la descrizione delle modalità di partecipazione sono disponibili presso gli Uffici amministrativi del Settore Socioassistenziale.",,Anziani,,,,,"Manifestazioni ed eventi,Altro",,Comunità Valsugana e Tesino,,,,,,,,,interno,,,0.0,,,
ed11b2b39965ed16033132922a71a7d9,2018-04-02T21:00:00+02:00,2018-03-14T15:12:50+01:00,La forma dell'acqua,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/la-forma-dell-acqua3/3090313-1-ita-IT/La-forma-dell-acqua.jpg,Al Cinema Teatro di Borgo Valsugana,,,2018-04-02T21:00:00+02:00,2018-04-02T23:00:00+02:00,Alle 21,,Il 2 aprile 2018,"Cinema Teatro - Via XXIV maggio, 38051 Borgo Valsugana",46.053812,11.461042,"Istituto D&#039,Istruzione Alcide Degasperi, 7, Via XXIV Maggio, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, ",,,Tutti,"Intero Euro 7,00 - Ridotto Euro 5,00 - Abbonamento 10 film a scelta (escluso ""Piacere del cinema"") Euro 60,00",,,,Cinema,,,,,,0461 754052,,,https://www.facebook.com/cineteatro.borgo/|Facebook,,interno,,,0.0,,,
f6cc65afa154449d059cd8f1adb66f0c,2018-04-02T17:00:00+02:00,2018-03-14T15:16:18+01:00,Peter Rabbit,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/peter-rabbit2/3090427-1-ita-IT/Peter-Rabbit.jpg,Al Cinema Teatro di Borgo Valsugana,,,2018-04-02T17:00:00+02:00,2018-04-02T19:00:00+02:00,Alle 17,,Il 2 aprile 2018,"Cinema Teatro - Via XXIV maggio, 38051 Borgo Valsugana",46.053812,11.461042,"Istituto D&#039,Istruzione Alcide Degasperi, 7, Via XXIV Maggio, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, ",,,Tutti,"Intero Euro 7,00 - Ridotto Euro 5,00 - Abbonamento 10 film a scelta (escluso ""Piacere del cinema"") Euro 60,00",,,,Cinema,,,,,,0461 754052,,,https://www.facebook.com/cineteatro.borgo/|Facebook,,interno,,,0.0,,,
588f4c8336a5e30cd87e4e95b1743fc8,2018-04-02T10:30:00+02:00,2018-03-28T12:03:37+02:00,Tiro all'ovo,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/tiro-all-ovo/3097360-1-ita-IT/Tiro-all-ovo.jpg,A Ospedaletto,"Dopo la messa delle 10, Tiro all'ovo, iscrizioni sul posto, fantastici premi",,2018-04-02T10:30:00+02:00,2018-04-02T12:30:00+02:00,Alle 10.30,,Il 2 aprile 2018,Ospedaletto,46.044017,11.552306,"Sant&#039,Egidio abate, Via Roma, Pradanella, Ospedaletto, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38059, Italia",,,Tutti,,,,,"Folklore,Manifestazioni ed eventi",,,,,,,,,https://www.facebook.com/Pro-Loco-Ospedaletto-376067466193903/|Facebook,,interno,,,0.0,,,
eb1393d0e7ab68a5a90bec2df3f2649a,2018-04-02T09:00:00+02:00,2018-03-21T11:24:05+01:00,Benedizione delle moto,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/benedizione-delle-moto/3093072-1-ita-IT/Benedizione-delle-moto.jpg,Organizza il Moto Club C3 Excelsior ASD,A partire dalle 9 con buffet di benvenuto a tutti i motociclisti. Benedizione alle 11. Conclusione della manifestazione alle 15.,,2018-04-02T09:00:00+02:00,2018-04-02T15:00:00+02:00,A partire dalle 9,,Il 2 aprile 2018,"Oratorio Bellesini, Borgo Valsugana",46.053023,11.460527,"Sugana Valley, Strada Statale 47 della Valsugana, Pradanella, Ospedaletto, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, Italia",,,Tutti,,,,,"Manifestazioni ed eventi,Festa",,,,,,,,,https://www.facebook.com/Motoclub-C-3-Excelsior-113988775407195|Facebook,,interno,,,0.0,,,
daa984bc7057df014b7eb28bf2e8c1c6,2018-04-01T21:00:00+02:00,2018-03-14T15:12:13+01:00,La forma dell'acqua,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/la-forma-dell-acqua2/3090275-1-ita-IT/La-forma-dell-acqua.jpg,Al Cinema Teatro di Borgo Valsugana,,,2018-04-01T21:00:00+02:00,2018-04-01T23:00:00+02:00,Alle 21,,L'1 aprile 2018,"Cinema Teatro - Via XXIV maggio, 38051 Borgo Valsugana",46.053812,11.461042,"Istituto D&#039,Istruzione Alcide Degasperi, 7, Via XXIV Maggio, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, ",,,Tutti,"Intero Euro 7,00 - Ridotto Euro 5,00 - Abbonamento 10 film a scelta (escluso ""Piacere del cinema"") Euro 60,00",,,,Cinema,,,,,,0461 754052,,,https://www.facebook.com/cineteatro.borgo/|Facebook,,interno,,,0.0,,,
73746777396fbfeee801fff376d65a6c,2018-04-01T17:00:00+02:00,2018-03-14T15:15:09+01:00,Peter Rabbit,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/peter-rabbit/3090351-2-ita-IT/Peter-Rabbit.jpg,Al Cinema Teatro di Borgo Valsugana,,,2018-04-01T17:00:00+02:00,2018-04-01T19:00:00+02:00,Alle 17,,L'1 aprile 2018,"Cinema Teatro - Via XXIV maggio, 38051 Borgo Valsugana",46.053812,11.461042,"Istituto D&#039,Istruzione Alcide Degasperi, 7, Via XXIV Maggio, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, ",,,Tutti,"Intero Euro 7,00 - Ridotto Euro 5,00 - Abbonamento 10 film a scelta (escluso ""Piacere del cinema"") Euro 60,00",,,,Cinema,,,,,,0461 754052,,,https://www.facebook.com/cineteatro.borgo/|Facebook,,interno,,,0.0,,,
c76a491e33bbee7e6d945b069a6c984b,2018-03-31T22:00:00+02:00,2018-03-05T17:56:32+01:00,Yellow night,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/yellow-night/3087321-1-ita-IT/Yellow-night.jpg,Apertura straordinaria fino alle 24.00 per festeggiare insieme la chiusura della campagna.,,http://www.comunitavalsuganaetesino.it/content/download/210809/3087324/2/2629.pdf,2018-03-31T22:00:00+02:00,2018-03-31T23:59:00+02:00,Dalle 22.00 alle 24.00,Due ore,Il 31 marzo 2018,"Centro attività motorie. Località Prai de ponte, 1 - Scurelle",46.056121,11.512614,"Centro attivit&agrave, motorie, 1, Strada dell&#039,artigianato, Castellare, Pagela, Scurelle, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto A",,,Tutti,,,,,Sport,Let s move,,,,,347 3784182,,,,,interno,,,0.0,,,
32f62e8208e67d83e1ba11e6d28888f3,2018-03-31T21:00:00+02:00,2018-03-14T15:10:09+01:00,La forma dell'acqua,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/la-forma-dell-acqua/3090237-1-ita-IT/La-forma-dell-acqua.jpg,Al Cinema Teatro di Borgo Valsugana,,,2018-03-31T21:00:00+02:00,2018-03-31T23:00:00+02:00,Alle 21,,Il 31 marzo 2018,"Cinema Teatro - Via XXIV maggio, 38051 Borgo Valsugana",46.053812,11.461042,"Istituto D&#039,Istruzione Alcide Degasperi, 7, Via XXIV Maggio, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, ",,,Tutti,"Intero Euro 7,00 - Ridotto Euro 5,00 - Abbonamento 10 film a scelta (escluso ""Piacere del cinema"") Euro 60,00",,,,Cinema,,,,,,0461 754052,,,https://www.facebook.com/cineteatro.borgo/|Facebook,,interno,,,0.0,,,
5cb11bd4a028b2273c5e250c8cb63dea,2018-03-31T14:30:00+02:00,2018-03-05T17:56:01+01:00,Family day. Move your family,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/family-day.-move-your-family4/3087169-1-ita-IT/Family-day.-Move-your-family.jpg,I genitori si allenano e i figli si divertono con baby dance e attività ludico ricreative per tutte le età.,,http://www.comunitavalsuganaetesino.it/content/download/210805/3087172/2/2629.pdf,2018-03-31T14:30:00+02:00,2018-03-31T18:30:00+02:00,Dalle 14.30 alle 18.30,Quattro ore,Il 31 marzo 2018,"Centro attività motorie. Località Prai de ponte, 1 - Scurelle",46.056121,11.512614,"Centro attivit&agrave, motorie, 1, Strada dell&#039,artigianato, Castellare, Pagela, Scurelle, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto A",,,Tutti,Servizio gratuito per tutti,,,,Sport,Let s move,,,,,347 3784182,,,,,interno,,,0.0,,,
203fd535d75bd20f7739405d93ef26d0,2018-03-31T11:00:00+02:00,2018-03-03T10:23:39+01:00,Alessandro Cristeli,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/alessandro-cristeli/3085845-1-ita-IT/Alessandro-Cristeli.jpg,"Aspettando la primavera. Cinque appuntamenti live music&amp,aperitivo. Pianoforte solo. Omaggio al romanticismo, musica da camera classica.",,,2018-03-31T11:00:00+02:00,2018-03-31T13:00:00+02:00,Alle 11,,Il 31 marzo 2018,"Piscina della Comunità, Via Gozzer 52 - Borgo Valsugana",46.050793,11.467602,"piscina, Via Giuseppe Gozzer, Crosetta, Olle, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, Italia","
Con degustazione vini e buffet.
Evento gratuito, consumazioni escluse.
In caso di pioggia o condizioni atmosferiche avverse i concerti non verranno posticipati.Direzione artistica Nicola Sartori, in collaborazione con Giusy Locatelli.",,Tutti,Ingresso libero,,,,"Musica,Concerto classico",Aspettando la primavera,,,,,0461 751227,,info@rarinantesvalsugana.it,https://www.rarinantesvalsugana.com/|www.rarinantesvalsugana.com,,interno,,,0.0,,,
47f161bcd1a1bb2227cbcf7973db7895,2018-03-30T20:30:00+02:00,2018-03-21T08:55:56+01:00,La pernice volò,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/la-pernice-volo/3092883-1-ita-IT/La-pernice-volo.jpg,Presentazione del libro,"Presentazione del libro &quot,La pernice volò&quot,. Dialogo con l'autrice Juli Moranduzzo su scrittura, poesia e fotografia. Al 3nto di Bieno.",,2018-03-30T20:30:00+02:00,2018-03-30T22:30:00+02:00,Alle 20.30,,Il 30 marzo 2018,"3nto, Bieno",46.080204,11.552875,"Trento, Strada Provinciale 78 del Tesino, Zunaghe, Bieno, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38059, Italia",,,Tutti,Ingresso libero,,,,"Incontri e convegni,Presentazione libro",,,,,,,,,,,interno,,,0.0,,,
26a6746918a9979499ef85d033fcac39,2018-03-30T07:00:00+02:00,2018-03-05T17:55:28+01:00,Disco e rock gym,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/disco-e-rock-gym3/3087283-1-ita-IT/Disco-e-rock-gym.jpg,"Allenati con noi a tempo di musica in una atmosfera &quot,particolare&quot,.",,http://www.comunitavalsuganaetesino.it/content/download/210808/3087286/2/2629.pdf,2018-03-30T07:00:00+02:00,2018-03-30T22:00:00+02:00,Dalle 7.00 alle 22.00,,Il 23 marzo 2018,"Centro attività motorie. Località Prai de ponte, 1 - Scurelle",46.056121,11.512614,"Centro attivit&agrave, motorie, 1, Strada dell&#039,artigianato, Castellare, Pagela, Scurelle, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto A",,,Tutti,,,,,Sport,Let s move,,,,,347 3784182,,,,,interno,,,0.0,,,
5354d6c12a070061886ea9d7b9490b6f,2018-03-28T20:30:00+02:00,2018-02-26T15:10:14+01:00,Mr. Ove,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/mr.-ove/3084159-1-ita-IT/Mr.-Ove.jpg,Al Cinema Teatro di Borgo Valsugana,,,2018-03-28T20:30:00+02:00,2018-03-28T22:30:00+02:00,Alle 20.30,,,"Cinema Teatro - Via XXIV maggio, 38051 Borgo Valsugana",46.053812,11.461042,"Istituto D&#039,Istruzione Alcide Degasperi, 7, Via XXIV Maggio, Borgo Valsugana, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, ",,,Tutti,"Intero Euro 7,00 - Ridotto Euro 5,00 - Abbonamento 10 film a scelta (escluso ""Piacere del cinema"") Euro 60,00",,,,Cinema,Piacere del cinema,,,,,0461 754052,,,https://www.facebook.com/cineteatro.borgo/|Facebook,,interno,,,0.0,,,
753d7afc810549aa367c30b028022e93,2018-03-27T21:00:00+02:00,2018-03-23T10:23:13+01:00,Romanze dal cuor,,/var/comunitavalsugana/storage/images/applicazioni5/openagenda/eventi/romanze-dal-cuor/3094159-1-ita-IT/Romanze-dal-cuor.jpg,I concerti del martedì,"
Paola Fumana: sopranoChiara Brun: arpa",http://www.comunitavalsuganaetesino.it/content/download/211184/3094162/1/CALENDARIO CONCERTI 2018.pdf,2018-03-27T21:00:00+02:00,2018-03-27T23:00:00+02:00,Alle 21,,Il 27 marzo 2018,"Casa di salute Raphael, Palace Hotel, Roncegno Terme",46.049868,11.40914,"Casa Raphael Palace Hotel, Via Waiz, Maso Vazzena, Masetti, Roncegno Terme, Comunit&agrave, Valsugana e Tesino, TN, Trentino-Alto Adige, 38051, Italia",Direzione artistica: Santo Albertini ed Edoardo Bruni,,Tutti,Ingresso libero,,,,"Musica,Musica classica",I concerti del martedì,,,,,0461 772000,,info@arsmodi.it,http://www.casaraphael.com/|www.casaraphael.com,,interno,,,0.0,,,
