remoteId,published,modified,Titolo,Titolo breve,Sottotitolo,Descrizione,Testo,Inizio,Termine,Durata,Quando,Orario,Dove,Location,Informazioni,Destinatari,Costi,Stato,Tipologia,Materia,Tipo evento,Immagine,Manifestazione collegata (numero),Manifestazione collegata (testo),Manifestazione,Associazione,Immagine correlata,Progressivo,Link,Comune,lat,lon,address,Fonte
pat_2585109,2014-11-23T00:00:00+01:00,2014-10-12T01:00:45+02:00,Peter Pan - Un musical fantastico,,,,,2014-11-23T00:00:00+01:00,2014-11-23T00:00:00+01:00,,,ore 16.30,"Teatro parrocchiale, , Moena",,"
Note: 12ª Rassegna provinciale di Teatro Amatoriale per Ragazzi
Compagnia di Lizzana
Peter Pan - Un musical fantastico tratto dalla favola di J.M. Barrie con le musiche di E. Bennato Telefono: 0461/237352 (Co.F.As.) Altri organizzatori: Co.F.As Compagnie Filodrammatiche Associate",,,,Teatro,,,,0,,,,,,http://www.cofas.it|Co.F.As Compagnie Filodrammatiche Associate,Comune di Moena,0.0,0.0,,
pat_2589073,2014-11-22T00:00:00+01:00,2014-11-19T01:01:08+01:00,La scuola più bella del mondo,,,,,2014-11-22T00:00:00+01:00,2014-11-23T00:00:00+01:00,,,ore 21.15,"Cinema Marmolada, Stréda Roma, 38, Canazei",,"
Note: Italia, 2014
Titolo originale: La scuola più bella del mondo
Genere: Commedia
Durata: 90'
Regia: Luca Miniero
Cast: Christian De Sica, Rocco Papaleo, Angela Finocchiaro, Miriam Leone, Lello ArenaUna commedia degli equivoci che, come suggerisce il titolo, è ambientata nel mondo della scuola. Christian De Sica è il preside puntiglioso di una scuola media toscana nella quale giunge in visita una classe di studenti napoletani accompagnati da un eccentrico professore (Rocco Papaleo). Non tutto però sembra corrispondere al programma. Perché quando la tecnologia inganna - in questo caso basta solo che Accra, in Ghana, diventi... Acerra Napoli - si genera l'equivoco che porterà confusione e tanto scompiglio. Ma sicuramente risate a non finire, divertimento assicurato.Telefono: 0462/602466 (APT Valle di Fassa)",,,,Cinema,,,,0,,,,,,http://www.cinemacanazei.com/,Comune di Canazei,0.0,0.0,,Redazione Trentino Cultura
pat_2585311,2014-11-15T00:00:00+01:00,2014-10-16T01:03:02+02:00,Lettere dal fronte,,,,,2014-11-15T00:00:00+01:00,2014-11-15T00:00:00+01:00,,,ore 20.45,"Teatro Navalge, , Moena",,"
Note: In occasione del centenario della Grande Guerra 
il CORO SASS MAOR di Primiero diretto da Marco Gubert, 
il CORO ENROSADIRA di Moena diretto da Barbara Pedrotti 
e il GRUPPO TEATRALE &quot,COREGHE DRIO&quot, dell'Istituto Superiore di Primiero con la regia di Daiana Lucian
presentano 
Lettere dal fronte
spettacolo di scene e canti inediti tratti dagli scritti di soldati trentini 
Raccontare la storia attraverso la musica ed il teatro in modo tale da riuscire ad amplificare le emozioni ed i sentimenti che essa può trasmettere. 
Valorizzare laspetto umano fatto di sofferenze, di trepidazione, ma anche di condivisione, di rapporti umani: luomo è al centro, è il protagonista. 
Osservare gli eventi al di fuori di ogni schieramento: né filo austriaci né filo italiani ma uomini, donne e famiglie sui quali si sono abbattuti gli eventi: trentini mandati a combattere sul fronte orientale, Trentino teatro di aspri combattimenti tra Impero Asburgico e Regno dItalia. 
Questi gli obbiettivi che lo spettacolo &quot,Lettere dal fronte&quot, si propone di raggiungere. Lambiziosa idea che anima il progetto vuole dar voce alle esperienze di guerra che gli italiani dAustria, nello specifico i soldati trentini, fecero sul fronte orientale e sulle nostre montagne allinterno di un esercito plurietnico, con &quot,quanta&quot, convinzione e senso patriottico i soldati-contadini partirono per la guerra, come attraversarono i campi di battaglia, vissero il tempo della prigionia (dalla Galizia alla Siberia fino alla Cina) e come si presentarono, finita la guerra, all appuntamento con lItalia. 
Utilizzando le testimonianze di chi lha vissuta in prima persona, (lettere, pagine di diario, poesie e altri scritti di 10 soldati trentini) verranno proposti dai due cori, alternativamente o insieme, 11 canti inediti composti per l'occasione dai musicisti Ilario Defrancesco, Lorenzo Donati, Armando Franceschini, Roberto Gianotti, Marina Giovannini e Felix Resch. 
Questi canti sono inseriti all'interno di momenti teatrali ideati e curati dagli stessi studenti-attori dell'Istituto Superiore che, con la guida della prof. Daiana Lucian in collaborazione con i prof. Gabriella D'agostini, Alessandra Piva, Jennifer Trani, Marialaura Bastasin e Fulvio Ferroni, dopo aver analizzato diari e lettere dei dieci soldati, hanno scelto e metteranno in scena particolari situazioni e aspetti relativi alle più diverse esperienze di guerra (partenza, campi di battaglia, vita di trincea, trepidazione della famiglia, prigionia, ecc.). Un grazie particolare va al dott. Quinto Antonelli ricercatore del Museo Storico del Trentino e a Mariano Longo della Biblioteca Intercomunale di Primiero per la preziosa collaborazione nella ricerca, e per la consulenza musicale, al prof. Luigi Azzolini direttore di coro e d'orchestra e docente al Conservatorio C. Monteverdi di Bolzano, che hanno creduto nel progetto e, con la loro competenza e disponibilità hanno contribuito a far sì che l'idea iniziale del Coro Sass Maor, fin da subito condivisa dal Coro Enrosadira, si sia concretizzata in questo spettacolo, tutto da vedere e da scoprire, che siamo lieti ed anche un po' orgogliosi di presentare al pubblico.Altri organizzatori: Provincia Autonoma di Trento - Comunità di Primiero - Comun General de Fascia - Federazione Cori del Trentino - Biblioteca Intercomunale di Primiero",,,,Teatro,,,,0,,,,,,,Comune di Moena,0.0,0.0,,
pat_2584613,2014-10-11T00:00:00+02:00,2014-10-08T01:00:47+02:00,XVI Simposio Top Wine 2950,,,,,2014-10-11T00:00:00+02:00,2014-10-11T00:00:00+02:00,,,ore 11.00-17.00,"Sass Pordoi - Rifugio Maria, , Canazei",,"
Note: Simposio Top Wine 2950, questo il nome dellevento enogastronomico da ricordare per lautunno. Sabato 11 ottobre 2014 al Rifugio Maria, sulla vetta del Sass Pordoi, dalle 11:00 alle 17:00, si svolgerà la sedicesima edizione della manifestazione nata dalla collaborazione fra la Società Incremento Turistico Canazei, i Sommeliers di Fassa e Fiemme.
È lappuntamento enogastronomico probabilmente più alto al mondo e, grazie alla sua collocazione sulla vetta del Sass Pordoi, il Top Wine 2950 è riuscito ad unire larte naturale delle Dolomiti, oggi patrimonio dellumanità, con larte e la cultura dei prodotti dei Vignaioli. La manifestazione si propone come opportunità di accrescimento della cultura enologica di ognuno, con la possibilità di un confronto diretto, in una cornice naturale fra le più suggestive al mondo. Il legame con il territorio sarà forte anche questanno, con la confermata presenza di prodotti di qualità come i salumi di Martin Speck, i formaggi del Caseificio Sociale Val di Fassa ed i prodotti da forno del Panificio Boninsegna.
Gli esperti insegnano che in alta quota il vino esalta tutte le sue caratteristiche, una degustazione al Rifugio Maria, ai 2.950 metri del Sass Pordoi, offre l'occasione per verificare questo teorema.
EDIZIONE 2014
Giunto alla sua 16^ edizione questanno il Simposio Top Wine 2950 desidera proporre e far vivere ai partecipanti il tema della natura come limmagine principale legata fortemente non solo al territorio dolomitico ma anche ai prodotti della terra, tra i quali il vino. Il filo conduttore dellevento sarà proprio la natura intesa come continua riscoperta dei sapori e dei prodotti biologici immersi nello spettacolare scenario naturale delle Dolomiti.
In occasione di questa speciale edizione verrà proposto anche un piatto Top Wine, curato ad hoc da importante chef della Val di Fassa.
Il prezzo fissato è di  30,00 a persona con funivia andata e ritorno inclusa, oppure di  15,00 per la sola degustazione. 
In entrambi i casi sono compresi: bicchiere top wine, porta bicchiere top wine, gadget, piatto stuzzichini e un voucher sconto per lo speciale piatto Top Wine. 
Non è richiesta la prenotazione.
Il Rifugio Maria è raggiungibile in 4 minuti con la funivia dal Passo Pordoi e dall'arrivo della funivia si accede direttamente alla terrazza panoramica del rifugio.
...per i collezionisti e non solo
...per chi ha voglia di fare o farsi un regalo speciale
...per sfizio o per utilità, per curiosità o per interesse 
e per avere un bel ricordo, desideriamo informarvi che questanno al Rifugio Maria potrete trovare ed acquistare i bicchieri delle edizioni passate del Simposio Top Wine 2950.
Il singolo bicchiere al costo di  5,00, oppure la scatola composta da 6 bicchieri delle edizioni del Top Wine 2950, che vi mancano o semplicemente quelle delle vostre annate favorite, al costo di  25,00, ed infine la serie completa dei bicchieri  65,00. 
Per giungere al Passo Pordoi:
- Da Sud: Autostrada A22 Brennero-Modena, uscita Egna-Ora, direzione Cavalese quindi Canazei/Passo Pordoi, - Da Nord: Autostrada A22 Brennero-Modena, uscita Bolzano Nord, direzione Val d'Ega/Passo Costalunga e poi da Vigo di Fassa verso Canazei/Passo Pordoi.Telefono: 0462/601113 (APT Val di Fassa ufficio di Canazei) - 0462/601178 (Rifugio Maria)",,,,Manifestazioni ed eventi,,,,0,,,,,,http://www.fassa.com,Comune di Canazei,0.0,0.0,,
Montagna_di_latte_evento_4310,2014-09-21T10:00:00+02:00,2014-09-20T01:10:23+02:00,Festa del Puzzone di Moena DOP - CASEIFICAZIONE IN PIAZZA,,"Caseificazione in piazza e laboratorio per bambini: &quot,il piccolo casaro&quot, per imparare a fare il formaggio in compagnia.",,,2014-09-21T10:00:00+02:00,2014-09-21T13:00:00+02:00,,,Dalle 10.00 alle 13.00,"38035 Moena TN, Italia",,Caseificio Sociale Predazzo e Moena sca,,,,,,,/var/comunitafassa/storage/images/comun-general-de-fascia/comuni/comune-di-moena/festa-del-puzzone-di-moena-dop-caseificazione-in-piazza/2212251-4-ita-IT/Festa-del-Puzzone-di-Moena-DOP-CASEIFICAZIONE-IN-PIAZZA.jpg,0,,,,,,,Comune di Moena,46.37677,11.6595,,
Montagna_di_latte_evento_4309,2014-09-21T10:00:00+02:00,2014-09-20T01:10:12+02:00,Festa del Puzzone di Moena DOP - VILLAGGIO DEL GUSTO,,"Il Puzzone di Moena DOP protagonista di piatti e ricette ladine da gustare in piazza, tra musica e folklore, a cura degli Chef di Ristora Moena e delle Associazioni locali.",,,2014-09-21T10:00:00+02:00,2014-09-21T15:30:00+02:00,,,Dalle 10.00 alle 15.30,"38035 Moena TN, Italia",,Caseificio Sociale Predazzo e Moena sca,,,,,,,/var/comunitafassa/storage/images/comun-general-de-fascia/comuni/comune-di-moena/festa-del-puzzone-di-moena-dop-villaggio-del-gusto/2212221-4-ita-IT/Festa-del-Puzzone-di-Moena-DOP-VILLAGGIO-DEL-GUSTO.jpg,0,,,,,,,Comune di Moena,46.37677,11.6595,,
Montagna_di_latte_evento_4308,2014-09-20T17:30:00+02:00,2014-09-19T01:12:32+02:00,Festa del Puzzone di Moena DOP - DEGUSTAZIONE,,"
Degustazione guidata di Puzzone di Moena / Spretz Tzaorì DOP con intermezzo teatrale a tema caseario.
(la partecipazione è gratuita, mentre è consigliata la prenotazione)Dalle 18:00 nei bar del centro, aperitivo con il Puzzone di Moena DOP e vini del Trentino",,,2014-09-20T17:30:00+02:00,2014-09-20T19:00:00+02:00,,,Dalle 17.30 alle 19.00,"38035 Moena TN, Italia",,Caseificio Sociale Predazzo e Moena sca,,,,,,,/var/comunitafassa/storage/images/comun-general-de-fascia/comuni/comune-di-moena/festa-del-puzzone-di-moena-dop-degustazione/2212191-3-ita-IT/Festa-del-Puzzone-di-Moena-DOP-DEGUSTAZIONE.jpg,0,,,,,,,Comune di Moena,46.37677,11.6595,,
pat_2578886,2014-09-20T00:00:00+02:00,2014-09-19T01:01:48+02:00,Festa del Puzzone di Moena,,,,,2014-09-20T00:00:00+02:00,2014-09-21T00:00:00+02:00,,,,"Piazze centrali, , Moena",,"
Note: Nel momento culminante della settimana gastronomica dautunno, si festeggia il Puzzone, formaggio dallinconfondibile gusto di erbe naturali degli alpeggi di Moena
Programma provvisorio Festa del Puzzone:
ore 10.00 - Apertura stands in Piaz de Sotegrava e mercatino dellartigianato lungo &quot,L Vial&quot,,
ore 10.30/12:00 - &quot,Aperitivo col Puzzone&quot,, fantasia di stuzzichini a base di formaggio locale presso gli esercenti aderenti alliniziativa,
ore 11.00 - &quot,Desmonteada&quot,, tipica sfilata delle mucche in rientro dallalpeggio in alta montagna con dimostrazione casearia della produzione del formaggio a cura del Caseificio Sociale di Moena e Predazzo,
ore 12.00 - Apertura &quot,Piccolo itinerario del gusto: a pranzo col Puzzone&quot,.
Assaggi di Puzzone, degustazione di canederli, polenta e formaggio fuso, dolci &quot,fortaie&quot, a cura delle associazioni locali, con accompagnamento musicale ed intrattenimento.
Per maggiori informazioni:
Ufficio Perle Alpine Moena
Piaz de Sotegrava 38035 - Moena
Tel: +39 0462 565038
E-mail: perla@moena.itwww.fassa.comTelefono: 0462/602466 (APT Valle di Fassa)",,,,Manifestazioni ed eventi,,,,0,,,,,,http://www.fassa.com,Comune di Moena,0.0,0.0,,Redazione Trentino Cultura
Montagna_di_latte_evento_4277,2014-09-07T14:00:00+02:00,2014-09-06T01:13:42+02:00,Gran Festa da d'Istà,,Produzione del formaggio da latte d' alpeggio e degustazione del prodotto finito.,,,2014-09-07T14:00:00+02:00,2014-09-07T19:00:00+02:00,,,Dalle 14.00 alle 19.00,CANAZEI,,Caseificio Sociale Valle di Fassa,,,,,,,/var/comunitafassa/storage/images/comun-general-de-fascia/archivio/gran-festa-da-d-ista/2196134-5-ita-IT/Gran-Festa-da-d-Ista.jpg,0,,,,,,,Comune di Canazei,46.476734,11.772458,,
pat_2549741,2014-09-04T00:00:00+02:00,2014-07-03T01:05:29+02:00,La Grande Guerra in Marmolada,,,,,2014-09-04T00:00:00+02:00,2014-09-04T00:00:00+02:00,,,ore 21.00,"Teatro Parrocchiale , , Campitello di Fassa",,"
Note: Sul sentiero della Grande Guerra 1914-18Serata culturale a cura del titolare del museo di Passo Fedaia e sindaco di Rocca Pietore, Andrea De BernardinTelefono: 0462/602466 (APT Valle di Fassa)",,,,Convegno,,,,0,,,,,,http://www.fassa.com,Comune di Campitello di Fassa,0.0,0.0,,Redazione Trentino Cultura
pat_2549738,2014-09-02T00:00:00+02:00,2014-07-03T01:05:21+02:00,Cima Bocche fronte di guerra e operazioni militari ,,,,,2014-09-02T00:00:00+02:00,2014-09-02T00:00:00+02:00,,,ore 21.00,"Sala Consiliare del Municipio, , Canazei",,"
Note: Sul sentiero della Grande Guerra 1914-18Incontro con Adone Bettega Telefono: 0462/602466 (APT Valle di Fassa)",,,,Convegno,,,,0,,,,,,http://www.fassa.com,Comune di Canazei,0.0,0.0,,Redazione Trentino Cultura
pat_2549733,2014-09-02T00:00:00+02:00,2014-07-03T01:05:09+02:00,Tracce della Grande Guerra,,,,,2014-09-02T00:00:00+02:00,2014-09-02T00:00:00+02:00,,,ore 21.00,"Sala Consiliare del Municipio, , Pozza di Fassa",,"
Note: Sul sentiero della Grande Guerra 1914-18Incontro con Guido Alliney Telefono: 0462/602466 (APT Valle di Fassa)",,,,Convegno,,,,0,,,,,,http://www.fassa.com,Comune di San Giovanni di Fassa / Sèn Jan,0.0,0.0,,Redazione Trentino Cultura
