remoteId,published,modified,Titolo,Eventuale sottotitolo,Identificativo dell'evento,Tipo di evento,Argomenti,Iniziativa di cui fa parte,Tempo di lettura,Descrizione breve,Descrizione completa,Galleria immagini,Video,Destinatari,Informazioni sui destinatari,Luogo dell'evento,Parole chiave,Locandina,Punti di contatto,Date ed orari dell'evento,E' gratuito,Offerta,Allegati,Presenti all'evento,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Organizzatori,Sponsor,Servizio di traduzione curato da,Patrocinio,Valutazione dell'evento,Lingue usate all'evento,Recensione,Indicato per,Numero massimo di posti
6a263befff9e8ae96b43a8210c533e20,2022-03-01T11:51:00+01:00,2022-03-01T11:51:57+01:00,Attraverso lo sguardo,Mostra d'arte della pittrice Laura Cagol,,"Evento culturale,Mostra","Istruzione, cultura e sport",,2,"Nell'ambito della manifestazione &quot,Donn'arte&quot,","MOSTRA &quot,ATTRAVERSO LO SGUARDO&quot, della pittrice Laura CagolLa mostra sarà in seguito visitabile nei giornisabato/domenica 5-6, 12-3, 19-20 marzo 2022 | dalle 16.00 alle 19.00-----Biografia dell’artista.Il mondo che abitiamo è già, di per sé, un’immensa opera d’arte, che non avrebbe bisogno di essere reinterpretata. Forse l’atto creativo è l’esigenza di rendere omaggio alla Bellezza che ci sovrasta, alla Perfezione di ogni singola creatura animata o inanimata con cui condividiamo questo breve passaggio sulla Terra. E’ un modo di esprimere, di reinventare, di imitare.Laura Cagol, è cresciuta a Povo. Di professione, insegnante di Lingue e guida turistica. Da sempre amante dell’arte, solo recentemente ha deciso di realizzare il suo “sogno nel cassetto” e di dedicarsi con grande impegno e passione alla pittura figurativa. “La pittura per me è iniziata come una sorta di arte-terapia, per superare momenti di grande sofferenza. Immergermi nei colori e nell’atto creativo mi ha dato la forza e l’energia di superare momenti difficili della mia biografia. Ogni donna che dipingo è una parte di me, del mio vissuto, dei miei sentimenti, delle mie gioie o paure. Lo sguardo delle mie donne o bambine è uno sguardo che ti osserva e che ti parla.”",Laura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4505/164486/1/Mostra Laura Cagol.pdf,Biblioteca di Mezzolombardo,,,,,,,,"Attività culturali- biblioteca 
Acli Mezzolombardo
Scuola musicale Guido Gallo
Circolo Ricreativo ""La Pergola""",,,,,,,,23
9c32ae61646fa1add94d7f1e2c957d4f,2022-03-01T11:50:30+01:00,2022-03-01T11:50:54+01:00,Attraverso lo sguardo,Mostra d'arte della pittrice Laura Cagol,,"Evento culturale,Mostra","Istruzione, cultura e sport",,2,"Nell'ambito della manifestazione &quot,Donn'arte&quot,","MOSTRA &quot,ATTRAVERSO LO SGUARDO&quot, della pittrice Laura CagolLa mostra sarà in seguito visitabile nei giornisabato/domenica 5-6, 12-3, 19-20 marzo 2022 | dalle 16.00 alle 19.00-----Biografia dell’artista.Il mondo che abitiamo è già, di per sé, un’immensa opera d’arte, che non avrebbe bisogno di essere reinterpretata. Forse l’atto creativo è l’esigenza di rendere omaggio alla Bellezza che ci sovrasta, alla Perfezione di ogni singola creatura animata o inanimata con cui condividiamo questo breve passaggio sulla Terra. E’ un modo di esprimere, di reinventare, di imitare.Laura Cagol, è cresciuta a Povo. Di professione, insegnante di Lingue e guida turistica. Da sempre amante dell’arte, solo recentemente ha deciso di realizzare il suo “sogno nel cassetto” e di dedicarsi con grande impegno e passione alla pittura figurativa. “La pittura per me è iniziata come una sorta di arte-terapia, per superare momenti di grande sofferenza. Immergermi nei colori e nell’atto creativo mi ha dato la forza e l’energia di superare momenti difficili della mia biografia. Ogni donna che dipingo è una parte di me, del mio vissuto, dei miei sentimenti, delle mie gioie o paure. Lo sguardo delle mie donne o bambine è uno sguardo che ti osserva e che ti parla.”",Laura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4504/164453/1/Mostra Laura Cagol.pdf,Biblioteca di Mezzolombardo,,,,,,,,"Attività culturali- biblioteca 
Acli Mezzolombardo
Scuola musicale Guido Gallo
Circolo Ricreativo ""La Pergola""",,,,,,,,23
4cf061de5f95c3f3235bb3e088f13b42,2022-03-01T11:49:11+01:00,2022-03-01T11:53:49+01:00,Attraverso lo sguardo,Mostra d'arte della pittrice Laura Cagol,,"Evento culturale,Mostra","Istruzione, cultura e sport",,2,"Nell'ambito della manifestazione &quot,Donn'arte&quot,","MOSTRA &quot,ATTRAVERSO LO SGUARDO&quot, della pittrice Laura CagolLa mostra sarà in seguito visitabile nei giornisabato/domenica 5-6, 12-3, 19-20 marzo 2022 | dalle 16.00 alle 19.00-----Biografia dell’artista.Il mondo che abitiamo è già, di per sé, un’immensa opera d’arte, che non avrebbe bisogno di essere reinterpretata. Forse l’atto creativo è l’esigenza di rendere omaggio alla Bellezza che ci sovrasta, alla Perfezione di ogni singola creatura animata o inanimata con cui condividiamo questo breve passaggio sulla Terra. E’ un modo di esprimere, di reinventare, di imitare.Laura Cagol, è cresciuta a Povo. Di professione, insegnante di Lingue e guida turistica. Da sempre amante dell’arte, solo recentemente ha deciso di realizzare il suo “sogno nel cassetto” e di dedicarsi con grande impegno e passione alla pittura figurativa. “La pittura per me è iniziata come una sorta di arte-terapia, per superare momenti di grande sofferenza. Immergermi nei colori e nell’atto creativo mi ha dato la forza e l’energia di superare momenti difficili della mia biografia. Ogni donna che dipingo è una parte di me, del mio vissuto, dei miei sentimenti, delle mie gioie o paure. Lo sguardo delle mie donne o bambine è uno sguardo che ti osserva e che ti parla.”",Laura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4503/164420/2/Mostra Laura Cagol.pdf,Biblioteca di Mezzolombardo,,,,,,,,"Attività culturali- biblioteca 
Acli Mezzolombardo
Scuola musicale Guido Gallo
Circolo Ricreativo ""La Pergola""",,,,,,,,23
6d17d1253a40272ab7e60fb75cee27e6,2022-03-01T11:42:47+01:00,2022-03-01T11:42:47+01:00,"Inaugurazione mostra ""Attraverso lo sguardo"" ",Mostra d'arte della pittrice Laura Cagol,,"Evento culturale,Mostra","Istruzione, cultura e sport",,2,"Nell'ambito della manifestazione &quot,Donn'arte&quot,","Sabato 5 marzo 2022 | ore 17.00INAUGURAZIONE DELLA MOSTRA &quot,ATTRAVERSO LO SGUARDO&quot, della pittrice Laura CagolLa mostra sarà in seguito visitabile nei giornisabato/domenica 5-6, 12-3, 19-20 marzo 2022 | dalle 16.00 alle 19.00-----Biografia dell’artista.Il mondo che abitiamo è già, di per sé, un’immensa opera d’arte, che non avrebbe bisogno di essere reinterpretata. Forse l’atto creativo è l’esigenza di rendere omaggio alla Bellezza che ci sovrasta, alla Perfezione di ogni singola creatura animata o inanimata con cui condividiamo questo breve passaggio sulla Terra. E’ un modo di esprimere, di reinventare, di imitare.Laura Cagol, è cresciuta a Povo. Di professione, insegnante di Lingue e guida turistica. Da sempre amante dell’arte, solo recentemente ha deciso di realizzare il suo “sogno nel cassetto” e di dedicarsi con grande impegno e passione alla pittura figurativa. “La pittura per me è iniziata come una sorta di arte-terapia, per superare momenti di grande sofferenza. Immergermi nei colori e nell’atto creativo mi ha dato la forza e l’energia di superare momenti difficili della mia biografia. Ogni donna che dipingo è una parte di me, del mio vissuto, dei miei sentimenti, delle mie gioie o paure. Lo sguardo delle mie donne o bambine è uno sguardo che ti osserva e che ti parla.”",Laura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4501/164378/1/Mostra Laura Cagol.pdf,Biblioteca di Mezzolombardo,,,,,,,,"Attività culturali- biblioteca 
Acli Mezzolombardo
Scuola musicale Guido Gallo
Circolo Ricreativo ""La Pergola""",,,,,,,,23
280c6d1c9ba48fd354dea7b218ea0077,2022-02-28T15:12:45+01:00,2022-02-28T15:15:26+01:00,"Dal Trentino alla Boemia. Francesco Marchetti, un pittore nella Mitteleuropa del Seicento | Ricerche e studi recenti di storia e arte trentina",a cura dell'Associazione Castelli del Trentino,,Evento culturale,"Istruzione, cultura e sport",,2,"Quando: venerdì 22 aprile 2022 | ore 20.30Dove: Sala Spaur, piazza Erbe 1, Mezzolombardo","RICERCHE E STUDI RECENTI DI STORIA E ARTE TRENTINAQuattro incontri in presenza a cura dell'Associazione Castelli del TrentinoVenerdì 22 aprile 2022 | ore 20.30Pietro DelperoDal Trentino alla Boemia. Francesco Marchetti, un pittore nella Mitteleuropa del SeicentoStudi Trentini di Scienze Storiche - Trento 2021Interverrà Lucia Longo-Endres illustrando le relazioni culturali, artistiche e sociali attraverso l'arco alpino in età moderna.

  
    
      
    
		  		
	    
	    
    
                                        
                                                                                                                                                
            
    
    
        
        
  
Entrata libera e gratuita senza necessità di prenotazione - posti limitati a causa emergenza Covid-19 - obbligo di certificazione verde rafforzata o altra richiesta da norma tempo per tempo vigente, distanziamento, mascherina FFP2 ",Cattura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4496/164201/1/AssCastelli_Locandine_Incontri_primavera22_ok.jpg,,,,,,,,,Associazione Castelli del Trentino,,,,,,,,0
1d1cc55991c977fd3a7a834c2676032f,2022-02-28T15:07:03+01:00,2022-02-28T15:16:33+01:00,Marcello Fogolino e dintorni | Ricerche e studi recenti di storia e arte trentina,a cura dell'Associazione Castelli del Trentino,,Evento culturale,"Istruzione, cultura e sport",,2,"Quando: venerdì 8 aprile 2022 | ore 20.30Dove: Sala Spaur, piazza Erbe 1, Mezzolombardo","RICERCHE E STUDI RECENTI DI STORIA E ARTE TRENTINAQuattro incontri in presenza a cura dell'Associazione Castelli del TrentinoVenerdì 8 aprile 2022 | ore 20.30Marina Botteri e Luca GabrielliMarcello Fogolino e dintornipercorsi nelle arti figurative del primo Cinquecento in Trentino con Marina Botteri e Luca GabrielliStudi Trentini. Arte - Trento 2021Ne parlano con gli autori Pietro Marsilli e Italo Fransceschini.

  
    
      
    
		  		
	    
	    
    
                                        
                                                                                                                                                
            
    
    
        
        
  
Entrata libera e gratuita senza necessità di prenotazione - posti limitati a causa emergenza Covid-19 - obbligo di certificazione verde rafforzata o altra richiesta da norma tempo per tempo vigente, distanziamento, mascherina FFP2 ",Cattura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4494/164159/3/AssCastelli_Locandine_Incontri_primavera22_ok.jpg,,,,,,,,,Associazione Castelli del Trentino,,,,,,,,0
1ad9a76ed5e5a911e0937b91b3369f93,2022-02-28T15:04:37+01:00,2022-02-28T15:16:01+01:00,I da Mezzo | Ricerche e studi recenti di storia e arte trentina,a cura dell'Associazione Castelli del Trentino,,Evento culturale,"Istruzione, cultura e sport",,2,"Quando: venerdì 25 marzo 2022 | ore 20.30Dove: Sala Spaur, piazza Erbe 1, Mezzolombardo","RICERCHE E STUDI RECENTI DI STORIA E ARTE TRENTINAQuattro incontri in presenza a cura dell'Associazione Castelli del TrentinoVenerdì 25 marzo 2022 | ore 20.30Andrea TomediI da MezzoStoria e affermazione politica di una casata signorile della Piana RotalianaPublistampa, Pergine 2021Ne parlano con l'autore Marco Bettotti e Bruno Kaisermann

  
    
      
    
		  		
	    
	    
    
                                        
                                                                                                                                                
            
    
    
        
        
  
Entrata libera e gratuita senza necessità di prenotazione - posti limitati a causa emergenza Covid-19 - obbligo di certificazione verde rafforzata o altra richiesta da norma tempo per tempo vigente, distanziamento, mascherina FFP2 ",Cattura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4492/164117/2/AssCastelli_Locandine_Incontri_primavera22_ok.jpg,,,,,,,,,Associazione Castelli del Trentino,,,,,,,,0
677e722548ed718ad35ae3acb811390a,2022-02-28T15:04:20+01:00,2022-03-07T16:42:22+01:00,Una fattoria romana a Mezzolombardo | Ricerche e studi recenti di storia e arte trentina,a cura dell'Associazione Castelli del Trentino,,Evento culturale,"Istruzione, cultura e sport",,2,"Quando: venerdì 11 marzo 2022 | ore 20.30Dove: Sala Civica, Comune di Mezzolombardo","RICERCHE E STUDI RECENTI DI STORIA E ARTE TRENTINAQuattro incontri in presenza a cura dell'Associazione Castelli del TrentinoVenerdì 11 marzo 2022 | ore 20.30 | Sala Civica del Comune di MezzolombardoAndrea SommavillaUna fattoria romana a Mezzolombardo conversazione con Andrea Sommavilla sul sito archeologico della Calcara e sui numerosi ed interessanti reperti emersi dallo scavo.Al termine interverranno per il Comune di Mezzolombardo, Nicola Merlo, Assessore alla Cultura, e Rosa Roncador, Consigliere delegato, per presentare il Progetto di ricerca e valorizzazione del sito quale testimonianza storico-archeologica del Patrimonio comunale.Ricordiamo altresì che sarà possibile rinnovare (o aderire) la quota sociale all'associazione, che darà diritto ai soci a ricevere in omaggio la pubblicazione 2022, e la partecipazione alla prossima assemblea elettiva.Gli incontri si svolgeranno, finalmente in presenza, con inizio alle 20,30 nella Sala Spaur di Piazza Erbe a Mezzolombardo. I posti sono limitati ma non è necessaria la prenotazione, poichè i presenti verranno ammessi in sala sino alla capienza massima consentita. E' obbligatorio, in ottemperanza alle norme sanitarie in vigore, il possesso di green pass rafforzato, distanziamento e mascherina FFP2.La partecipazione è valida ai fini dell’aggiornamento IPRASE.

  
    
      
    
		  		
	    
	    
    
                                        
                                                                                                                                                
            
    
    
        
        
  
",Cattura,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4489/164066/2/AssCastelli_Locandine_Incontri_primavera22_ok.jpg,,,,,,,,,Associazione Castelli del Trentino,,,,,,,,0
c6597991a4d7260ef4c9526581654dab,2022-02-24T15:29:33+01:00,2022-02-24T15:29:33+01:00,Mascherine sul Liston | Pro Loco Mezzolombardo,,,"Evento culturale,Evento sociale","Istruzione, cultura e sport
Popolazione e società
Associazioni",,2,Quando: martedì 1 marzo | dalle 14.00 alle 16.00Dove: sul Liston (Corso Mazzini - Mezzolombardo),MASCHERINE SUL LISTONQuando: martedì 1 marzo | dalle 14.00 alle 16.00Dove: sul Liston (Corso Mazzini - Mezzolombardo)Babydance --- a cura dell'Oratorio di MezzolombardoTruccabimbi e pallonciniin caso di maltempo l'evento verrà annullato,274017720 1866704623521588 7936766993186828386 n,,Fasce generali di popolazione,,,,https://www.comune.mezzolombardo.tn.it/content/download/4466/163427/1/274017720_1866704623521588_7936766993186828386_n.jpg,Pro Loco Mezzolombardo,,,,,,,,Pro Loco Mezzolombardo,,,,,,,,0
40f1697f1987269095efd35b2bfdf66c,2022-02-21T19:02:09+01:00,2022-02-21T19:02:32+01:00,The Batman | Cinema Weekend,,,Evento culturale,"Istruzione, cultura e sport",,2,Regia di Matt Reeves,"The Batman Regia di Matt Reevescon Robert Pattinson, Zoë Kravitz, Jeffrey Wright, Paul Dano, Andy SerkisAzione | USA, 2022 | 175'
Bruce Wayne vigila sulla corrotta città di Gotham City. Qualcuno cosce la vera identità di Batman.Indagando nei bassifondi Bruce scopre qualcosa che ha sempre ignorato sulla sua famiglia. Per sconfiggere il male e avere finalmente giustizia, questa volta l’Uomo Pipistrello dovrà stringere nuove alleanze.-----Sabato 19 marzo 2022 | ore 21.00Domenica 20 marzo 2022 | ore 16.00-----Ingresso: intero 7,00 Euro | Ridotto 5,00 Euro (over 65, minori 14 anni, studenti fino ai 25 anni)Apertura cassa un'ora prima della proiezioneAccesso consentito con green pass rafforzato e mascherina FFP2, salvo diverse disposizioni di legge.",Locandinapg1,,Fasce generali di popolazione,,Cinema/Teatro San Pietro,,https://www.comune.mezzolombardo.tn.it/content/download/4448/162711/1/FEB MAR Mezzolombardo A5.pdf,,,,,,,,,Comune di Mezzolombardo,,,,,,,,0
