remoteId,published,modified,Titolo,Eventuale sottotitolo,Tipo di evento,Identificativo dell'evento,Date ed orari dell'evento,Descrizione breve,Argomenti,Descrizione completa,Galleria immagini,Video,Iniziativa di cui fa parte,Destinatari,Informazioni sui destinatari,Luogo dell'evento,lat,lon,address,Presenti all'evento,E' gratuito,Informazioni sui costi,Offerta,Locandina,Allegati,Punti di contatto,Contatti,Ulteriori informazioni,Organizzatori,Informazioni sugli organizzatori,Patrocinio,Sponsor,Persone o organizzazioni che hanno composto un'opera eseguita durante l’evento,Chi presenta,Servizio di traduzione curato da,Lingue usate all'evento,Numero massimo di posti,Tempo di lettura,Parole chiave,Valutazione dell'evento,Appuntamenti,Recensione,Indicato per
ca9842d1baf1d8fde8b4607b0f644af5,2024-06-25T16:01:13+02:00,2024-07-04T16:44:23+02:00,Letture per bambini con Elga Rizzon,,Lettura (pubblica),,,Letture per bambini,Tempo libero,Letture per bambini con Elga Rizzon. Evento a ingresso libero e gratuito. Il prossimo appuntamento è previsto per giovedì 29 agosto.Appuntamento alle ore 18:00 davanti alla Biblioteca Comunale di Roncegno Terme.,Letture con Elga Rizzon,,,"Famiglie,Bambini",,Sede Biblioteca Comunale,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2289/36115/2/Letture+con+Elga+Rizzon+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
ec544832f595054bf4cdd89ef93c418f,2024-06-25T16:09:22+02:00,2024-07-04T16:45:06+02:00,Letture per bambini con Elga Rizzon,,Lettura (pubblica),,,Letture per bambini,Tempo libero,Letture per bambini con Elga Rizzon. Evento a ingresso libero e gratuito.Appuntamento alle ore 18:00 davanti alla Biblioteca Comunale di Roncegno Terme.,Letture con Elga Rizzon,,,"Famiglie,Bambini",,Sede Biblioteca Comunale,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2290/36151/2/Letture+con+Elga+Rizzon+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
917e773e212dc3b2d7e884280a1b135b,2024-07-02T11:27:28+02:00,2024-07-05T09:13:48+02:00,Omnia Mutantur. Carlo Scantamburlo: opere,,Mostra,,,"Inaugurazione della mostra con le opere di Carlo Scantamburlo, fruibile poi fino al 1 settembre","Tempo libero
Patrimonio culturale","Vi invitiamo all'inaugurazione della mostra Omnia Mutantur. Carlo Scantamburlo: opere a cura di Fiorenzo Degasperi, in cui verranno esposte le opere di Carlo Scantamburlo. L'inaugurazione della mostra si terrà sabato 6 luglio alle ore 18:00 presso Casa Raphael - Palace Hotel di Roncegno Terme.La mostra sarà poi fruibile dal 7 luglio fino al 1 settembre 2024 nelle diverse sedi sotto elencate. Gli orari e luoghi d'esposizione sono i seguenti, il programma ufficiale è disponibile qui.Roncegno Terme - Palace Hotel:


da lunedì a domenica 9:00 - 12:00 / 15:30 - 18:30.


Borgo Valsugana - Comunità di Valle:


dal lunedì al giovedì: 8:00 - 12:00 / 14:00 - 16:00;

venerdì: 8:00 - 12:00.


Castel Ivano - Spazio civico Albano Tomaselli:


dal lunedì al venerdì: 17:00 - 22:00;

sabato e domenica: 9:00 - 12:00 / 17:00 - 22:00.


Grigno - Antica Pieve di San Giacomo:


dal martedì al venerdì: 8:00 - 12:00 / 14:00 - 18:00;

sabato: 8:00 - 11:00;

domenica: 8:00 - 12:00.


Parco di Paneveggio - Villa Welsperg:


dal martedì al venerdì: 8:00 - 12:00 / 14:00 - 18:00.


",Omnia Mutantur,,,"Adulti,Anziani,Famiglie,Giovani",,Casa Raphael,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2308/36538/6/Omnia+Mutantur+-+Locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
d79852d444f6f1fc8cd9bcf2134ac257,2024-07-09T09:50:00+02:00,2024-07-09T09:50:35+02:00,Laboratorio con Linda Martinello,,Laboratorio,,,La bellezza in cucina,Tempo libero,"Vi aspettiamo a La bellezza in cucina: laboratorio con Linda Martinello. Nel corso della serata verrà preparato uno scrub energizzante all'olio di semi di mais, una maschera all'amido di mais e del sapone alla glicerina con farina di mais.Appuntamento al Mulino Angeli a Marter giovedì 8 agosto alle ore 20:00.L'attività è a numero chiuso, perciò viene richiesta la prenotazione da effettuare presso la Biblioteca Comunale di Roncegno Terme.",Laboratorio con Linda Martinello,,,"Adulti,Famiglie,Giovani",,Mulino Angeli – Casa Museo degli Spaventapasseri,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2316/36645/2/Laboratorio+con+Linda+Martinello+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,15,2,,,,,
06cc4f42cc4fa18b9b7e3698f0af7bed,2024-06-26T10:58:48+02:00,2024-07-09T09:39:18+02:00,Letture e laboratorio di aquiloni con Sara Damiano,,Laboratorio,,,Una mattina di letture e creatività!,Tempo libero,"Vi aspettiamo sabato 20 luglio, dalle ore 10:00 alle ore 12:00, al Mulino Angeli per la mattinata Letture e laboratorio di aquiloni con Sara Damiano: l'attività è adatta a tutti i bambini dai 3 agli 8 anni.L'attività è gratuita ma è richiesta la prenotazione, da effettuare in biblioteca. ",Letture e laboratorio con Sara Damiano,,,"Famiglie,Bambini",,Mulino Angeli – Casa Museo degli Spaventapasseri,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2296/36271/5/Letture+e+laboratorio+con+Sara+Damiano+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,15,2,,,,,
b379c956ed50a0021e970c8a23d35bfc,2024-06-26T11:36:46+02:00,2024-07-09T14:52:38+02:00,Passeggiate alla scoperta di Roncegno Terme - Ivan Pintarelli,,Visita guidata,,,"Erterle, Sant'Osvaldo e Cinquevalli con le sue miniere","Tempo libero
Patrimonio culturale
Sport","Sabato 13 luglio vi aspetta il primo appuntamento con le passeggiate per scoprire Roncegno Terme. Ivan Pintarelli, accompagnatore di media montagna, vi porterà a conoscere il percorso Erterle, Sant'Osvaldo e Cinquevalli con le sue miniere.Ritrovo al Rifugio Erterle sabato 13 luglio alle ore 9:00, l'attività è gratuita ma è richiesta la prenotazione, da effettuare presso la Biblioteca Comunale di Roncegno Terme.La passeggiata durerà circa 3 ore, il pranzo è libero.Vi consigliamo di indossare abbigliamento da trekking e scarponi e di portare una borraccia con acqua. Vi sconsigliamo di portare passeggini.",Passeggiate alla scoperta di Roncegno Terme,,,"Famiglie,Adulti,Giovani",,Sede Biblioteca Comunale,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2298/36316/7/Passeggiate+alla+scoperta+di+Roncegno+Terme+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,25,2,,,,,
6b993c909438fc9d7d2382b75503924c,2024-06-26T11:43:32+02:00,2024-07-10T11:57:34+02:00,Passeggiate alla scoperta di Roncegno Terme - Elisa Bello,,Visita guidata,,,Tra i masi e i castagni di Roncegno,"Tempo libero
Patrimonio culturale
Sport","Sabato 3 agosto vi aspetta il secondo appuntamento con le passeggiate per scoprire Roncegno Terme. Elisa Bello, accompagnatore di media montagna, vi porterà a Tra i masi e i castagni di Roncegno.La passeggiata durerà circa 3 ore, il pranzo è libero. Vi consigliamo di indossare abbigliamento da trekking e di portarvi dell'acqua.Ritrovo davanti alla Biblioteca Comunale di Roncegno Terme sabato 3 agosto alle ore 8:30, l'attività è gratuita ma è richiesta la prenotazione, da effettuare presso la Biblioteca Comunale di Roncegno Terme.",Passeggiate alla scoperta di Roncegno Terme,,,"Famiglie,Adulti,Giovani",,Sede Biblioteca Comunale,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2301/36370/4/Passeggiate+alla+scoperta+di+Roncegno+Terme+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,20,2,,,,,
ee1ead3c89b8524a536b7e4d84eb85e8,2024-06-19T10:32:19+02:00,2024-07-16T09:27:20+02:00,Sagra Santa Margherita,,Sagra,,,Tre serate di festa e musica alla sagra a Marter,Tempo libero,"Ritorna la Sagra Santa Margherita a Marter con 3 serate di festa, musica, buon cibo e il tradizionale vaso della fortuna. Il programma consiste in:


venerdì 19 luglio ⭢ apertura bar dalle ore 19:00 con panini farciti e bibite. Dalle ore 21:00 musica live con i Trifisa;

sabato 20 luglio ⭢ apertura bar e cucina con vasto assortimento di bevande e pietanze: gulash, formaggio fuso e frittura di pesce sono solo alcune delle delizie proposte. Dalle ore 21:00 musica live con il Duo Alibi;

Domenica 21 luglio ⭢ santa messa alle ore 11:00 e apertura cucina alle 12:00. Alle ore 17:30 ritrovo per la corsa MarteRun, gara non competitiva adatta a tutti. Alle sera dalle 19:00 apertura bar e cucina con vasto assortimento di piatti tipici e bevande. Dalle ore 21:00 musica live con il Duo Alibi.


Appuntamento con la Sagra Santa Margherita il 19, 20 e 21 luglio a Marter in Piazza Santa Margherita.",Sagra Santa Margherita,,,"Adulti,Anziani,Famiglie,Giovani,Bambini",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2243/35357/10/Sagra+Santa+Margherita+-+Locandina.jpg,,Contatti Ufficio Segreteria,,,,,,,,,,,0,2,,,,,
0fbcb2987e8a96831effb4fd021cce0e,2024-07-16T09:46:50+02:00,2024-07-16T09:46:50+02:00,MarteRun,,Corsa,,,"Terza edizione della MarteRun, camminata non competitiva aperta a tutti!",Tempo libero,"L'Unione Sportiva Marter vi aspetta alla terza edizione della MarteRun, passeggiata non competitiva adatta a tutti organizzata nell'ambito della Sagra di Santa Margherita.La corsa è aperta a tutti e si svolgerà nelle strade di Marter. Prima della partenza potrete mettervi in gioco provando l'atletica in piazza, in collaborazione con il Centro Sportivo Italiano - Comitato di Trento che propone la Sprint Champions 2024Ritrovo in Piazza Santa Margherita a Marter domenica 21 luglio alle ore 17:30.Alle sera, dalle ore 19:00, riprenderà la sagra con apertura bar e cucina con vasto assortimento di piatti tipici e bevande. Dalle ore 21:00 musica live con il Duo Alibi.",MarteRun,,,"Adulti,Bambini,Anziani,Famiglie,Giovani",,Chiesa di Santa Margherita,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2325/36846/1/MarteRun+-+Locandina.jpg,,Unione Sportiva Marter a. s. d.,,,,,,,,,,,0,2,,,,,
8f247948e5c26c17faab80d7f6c515d7,2024-07-16T10:06:03+02:00,2024-07-16T11:24:40+02:00,Festa di S. Osvaldo,,Sagra,,,"Festa tipica in Località Cinque Valli con tante attività, musica e buon cibo!",Tempo libero,"Vi segnaliamo il fine settimana di festa in Località Cinque Valli con la tipica Festa di S. Osvaldo con un programma ricco di attività.Sabato 3 agosto:


ore 9:30 ➝ partenza della passeggiata che vi porterà lungo il nuovo sentiero di Cinque Valli. Vi accompagnerà la guida di media montagna Ivan Pintarelli, la durata della passeggiata è di circa 2 ore;

ore 10:30 ➝ inizio gara fra taglialegna;

ore 12:00 ➝ pranzo tipico presso il tendone;

ore 16:00 ➝ premiazione gara dei taglialegna.


Domenica 4 agosto:


ore 11:00 ➝ Santa Messa presso la chiesetta di Sant'Osvaldo;

ore 12:00 ➝ pranzo tipico presso il tendone, dal pomeriggio verranno serviti i tipici straboli;

 ore 16:00 ➝ estrazione lotteria.


Nel pomeriggio di domenica vi aspetta anche tanta musica con le fisarmoniche di Aldo e Max.Appuntamento quindi in Località Cinque Valli per il fine settimana del 3 e del 4 agosto con la Festa di S. Osvaldo.",Festa S. Osvaldo,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2327/36891/3/Festa+S.+Osvaldo+-+Locandina.jpg,,Bocciofila Tor Tonda - Marter,,,,,,,,,,,0,2,,,,,
69227dc1327a46723d97f63c6ecc7c8b,2024-07-17T14:53:28+02:00,2024-07-17T14:55:31+02:00,Alla scoperta della Chiesa di Santa Margherita,,Visita guidata,,,Appuntamento per conoscere segreti e opere d'arte della Chiesa di Santa Margherita,"Tempo libero
Patrimonio culturale","Sabato 20 luglio, in occasione della festa patronale di Santa Margherita, vi aspettiamo alla visita guidata Alla scoperta della Chiesa di Santa Margherita, un'occasione per scoprire curiosità e opere d'arte custodite nella nostra chiesa.La visita guidata è gratuita, non necessita prenotazione e si articolerà in due turni: il primo alle ore 10:00 e il secondo alle ore 14:00.Alle ore 15:30 seguirà il tradizionale concerto delle campane.",Alla scoperta della Chiesa di Santa Margherita,,,"Adulti,Anziani,Famiglie,Bambini,Giovani",,Chiesa di Santa Margherita,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2330/36945/3/Alla+scoperta+della+Chiesa+di+S.+Margherita+-+Locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
4034fd6f35102e718e94ebb4ba350574,2024-07-17T18:24:30+02:00,2024-07-18T14:44:06+02:00,La Brenta tra lavori di sistemazione e piene - mostra fotografica,,Mostra,,,Inaugurazione della mostra che rimarrà aperta fino al 27 ottobre 2024,"Tempo libero
Patrimonio culturale",Vi aspettiamo all'inaugurazione della mostra fotografica La Brenta tra lavori di sistemazione e piene.Appuntamento al Mulino Angeli domenica 21 luglio alle ore 16:00.La mostra sarà fruibile fino al 27 ottobre 2024.,La Brenta tra lavori di sistemazione e piene - mostra fotografica,,,"Adulti,Anziani,Famiglie,Giovani",,Mulino Angeli – Casa Museo degli Spaventapasseri,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2332/36990/3/La+Brenta+mostra+fotografica+-+Locandina.jpg,,Mulino Angeli - Casa Museo degli Spaventapasseri,,,,,,,,,,,0,2,,,,,
8d8067c812fcb07beb6cfaf464c63ac9,2024-07-19T10:25:51+02:00,2024-07-19T10:25:51+02:00,"Presentazione di Ho visto volare i fenicotteri, libro di Gabriele Bertacchini",,Evento culturale,,,Presentazione del nuovo libro di Gabriele Bertacchini in dialogo con Viola Ducati,Tempo libero,"Vi aspettiamo alla presentazione del nuovo libro di Gabriele Bertacchini Ho visto volare i fenicotteri, in dialogo con Viola Ducati.&quot;Per un mondo che scompare sotto i nostri colpi, un altro rivendica la propria esistenza. La vita è potente, continua ad andare avanti. La Terra non ha fretta; si rinnova di continuo pur restando fedele a quello che è, secondo un tempo che non sempre coincide con quello dell’umanità. Il pianeta sa bene come trovare la strada della vita sottraendosi al nostro controllo. I fenicotteri rosa e gli altri animali che stanno affermando il proprio ruolo ci aiutano a ristabilire la cultura del limite e una visione d’insieme fatta di relazioni. Ci permettono di coltivare la parte più emozionale del nostro essere, alimentando quel senso di meraviglia che è alla base dei processi di conservazione. Un libro per guardare con fiducia i processi creativi della natura, ricucire lo strappo e sentirsi parte di qualcosa di molto più grande, fino a confondersi con gli altri esseri del pianeta&quot;.Appuntamento giovedì 22 agosto alle ore 18:00 presso il giardino dell'Albergo Vittoria a Roncegno Terme.Al termine della presentazione seguirà un rinfresco a cura dell'associazione InDialogo di Roncegno Terme.",Ho visto volare i fenicotteri,,,"Adulti,Anziani,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2340/37167/1/Ho+visto+volare+i+fenicotteri+di+Bertacchini+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
4ad9393ab976543b28529a55dd2b6c9f,2024-07-09T10:33:52+02:00,2024-07-19T09:42:42+02:00,Crea il tuo spaventapasseri,,Laboratorio,,,Concorso a premi,Tempo libero,"Vi aspettiamo al concorso Crea il tuo spaventapasseri, in programma sabato 10 agosto alle ore 10:00 presso il piazzale del Mulino Angeli a Marter. I premi consistono in buoni da spendere presso la Libreria Il Ponte.La proclamazione dei vincitori avverrà la sera stessa alle ore 18:30 al Parco di Piazza Montebello, in occasione dell'inaugurazione del murale Aguàne di Laura Ghianda e nell'ambito della Festa della Polenta.Tutti gli spaventapasseri saranno provvisti di un supporto in legno e sarà messa a disposizione della paglia per le imbottiture. Si richiede di portare il materiale per la realizzazione degli spaventapasseri.Per partecipare al concorso è necessaria l'iscrizione, da effettuare presso la Biblioteca Comunale di Roncegno Terme. L'attività è aperta a tutti e non ci sono limiti d'età.",Crea il tuo spaventapasseri,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Mulino Angeli – Casa Museo degli Spaventapasseri,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2318/36690/2/Crea+il+tuo+spaventapasseri+-+Locandina.png,https://www.comune.roncegnoterme.tn.it/ocmultibinary/download/2318/36691/2/11c4d4eb0cdb1728c6395f7f33c7d8eb.pdf/file/Regolamento%2BCrea%2Bil%2Btuo%2Bspaventapasseri%2B2024.pdf,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
2b489225a5ecafa532413489fa06e2f7,2024-07-19T11:06:26+02:00,2024-07-19T11:06:26+02:00,Sicilia terra meravigliosa,,Proiezione cinematografica,,,Immagini di viaggio: Sicilia di Adriana Mattedi e Marco Ondertoller,Tempo libero,"La Biblioteca di Roncegno vi invita alla serata Sicilia terra meravigliosa, immagini e racconto di viaggio di Adriana Mattei e Marco Ondertoller.Appuntamento martedì 27 agosto alle ore 20:45 al teatro parrocchiale di Roncegno Terme.Ingresso libero e gratuito.",Sicilia terra meravigliosa,,,"Adulti,Anziani,Famiglie,Giovani",,Teatro parrocchiale di Roncegno,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2342/37212/1/Sicilia+terra+meravigliosa+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,250,2,,,,,
93f04569578ffd29b75829850d489dc1,2024-07-19T09:32:46+02:00,2024-07-20T09:47:31+02:00,Laboratorio Crea la tua Aguàna con gli stencil,,Laboratorio,,,Laboratorio aperto a tutti per creare la propria aguàna personalizzata,Tempo libero,"Vi aspettiamo al laboratorio Crea la tua Aguàna con gli stencil con Laura Ghianda Oselladore. L'attività è aperta a tutti, e vi consentirà di creare la vostra aguàna personalizzata grazie agli stencil.Appuntamento sabato 10 agosto alle ore 16:00 presso il parco di Piazza Montebello a Roncegno Terme.È possibile accedere al laboratorio tra le ore 16:00 e le ore 18:00, la partecipazione non è vincolata all'orario di inizio.L'attività è gratuita ma vi richiediamo la prenotazione da effettuare presso la Biblioteca Comunale di Roncegno Terme.",Laboratorio Crea la tua Aguàna,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2336/37077/4/Crea+la+tua+Agu%C3%A0na+-+Inaugurazione+Murale+Agu%C3%A0na-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
8cf17f00ce147d68c55903c595e87173,2024-07-19T10:05:06+02:00,2024-07-20T09:48:35+02:00,Inaugurazione del Murale Aguàne di Laura Ghianda Oselladore,,Evento culturale,,,Inaugurazione del nuovo murale presso il parco di Piazza Montebello,Tempo libero,Vi aspettiamo all'inaugurazione del Murale Aguàne di Laura Ghianda Oselladore al parco di Piazza Montebello.Appuntamento sabato 10 agosto alle ore 18:30 presso il parco di Piazza Montebello.,Inaugurazione del Murale Aguàne di Laura Ghianda,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2338/37122/4/Crea+la+tua+Agu%C3%A0na+-+Inaugurazione+Murale+Agu%C3%A0na-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
7283e79b3b556a1381a6dc468b903865,2024-07-19T11:45:39+02:00,2024-07-20T10:59:19+02:00,Scritture in giallo,,Presentazione libro,,,Dialogo a più voci con diversi autori,Tempo libero,"Vi aspettiamo a Scritture in giallo, dialogo e presentazione di libri a più voci. Interverranno i seguenti autori:


Micaela Bertoldi ➝ Gli spazi dell'incertezza;

Loreta Failoni ➝ La bisettrice dell'anima;

Gianpaolo Antolini ➝ Una rosa per Manuela;

Mauro Neri ➝ All'alba di un giorno d'estate.


Al termine della presentazione ci sarà un rinfresco in collaborazione con l'associazione InDialogo di Roncegno Terme.Appuntamento martedì 13 agosto alle ore 18:00 al giardino dell'Albergo Vittoria.Ingresso libero e gratuito.",Scritture in giallo,,,"Adulti,Giovani,Anziani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2344/37257/2/Scritture+in+giallo+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
b4c1f1c15a2f5f0a337dc97e23954be1,2024-06-26T11:52:43+02:00,2024-07-26T09:20:44+02:00,Le marionette della giullara,,Spettacolo teatrale,,,Spettacolo di marionette con Michela Cannoletta,Tempo libero,"Vi aspettiamo a Le marionette della giullara, spettacolo con attrice e marionette con Michela Cannoletta di Teatroadondolo. Regia di Italo Pecoretti e scenografia di Nadezhda Simeonova.Appuntamento venerdì 26 luglio alle ore 20:30 al parco di Piazza Montebello.In caso di maltempo lo spettacolo si farà al teatro parrocchiale di Roncegno Terme.",Marionette della giullara,,,"Famiglie,Bambini",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2303/36427/4/Marionette+della+giullara+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
66c1d7088c8146652473bc8939222481,2024-08-03T09:55:57+02:00,2024-08-03T10:13:48+02:00,Arboricoltura urbana,,Evento culturale,,,"Con Lorenzo Adami, arboricoltore di Bonkei Alberi e Paesaggio","Ambiente
Spazio verde
Tempo libero","Arboricoltura urbana, una serata con Lorenzo Adami, arboricoltore di Bonkei Alberi e Paesaggio, per conoscere e comprendere i punti di forza e di debolezza della piantagione di alberi nei centri urbani.La serata fa parte del ciclo di eventi I lunedì della Rete 2024, organizzati dalla Rete di Riserve del Fiume Brenta.Appuntamento lunedì 19 agosto alle ore 20:30 presso il Mulino Angeli a Marter.Per qualsiasi informazione contattare: info@reteriservebrenta.it.",Arboricoltura urbana,,,"Adulti,Giovani,Anziani,Famiglie",,Mulino Angeli – Casa Museo degli Spaventapasseri,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2360/37580/2/Arboricoltura+urbana+-+Locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
5220701c4642d4ca57461fc97fbba3c3,2024-07-12T11:13:59+02:00,2024-08-06T14:42:06+02:00,Un cabaret sopra le righe - spettacolo di strada del Circo Patuf,,Spettacolo teatrale,,,"Il Circo Patuf è pronto a coinvolgervi al suo divertente spettacolo a Roncegno Terme, adatto a tutte le età",Tempo libero,"Vi aspettiamo a Un cabaret sopra le righe - spettacolo di strada del Circo Patuf, esibizione per un pubblico di tutte le età della durata di circa 45 minuti.Un cabaret sopra le righe è una storia fatta di tanti racconti messi insieme, uno spettacolo che, come un libro, narra episodi diversi, alcuni delicati e poetici, altri assurdamente divertenti, altri ancora dinamici e travolgenti. Ed è così che si alternano clown, acrobati ed altri strani personaggi, ognuno dei quali porta in scena un pezzettino del proprio mondo.Appuntamento martedì 20 agosto al campo da calcio dell'oratorio di Roncegno Terme alle ore 17:00.L'evento è gratuito, ma è necessario riservare i posti tramite la piattaforma Eventbrite.In caso di maltempo lo spettacolo si farà al teatro parrocchiale di Roncegno Terme.Appuntamento in collaborazione con il FuturFestival Valsugana 2024 e Azienda Agricola Dalfior.",Circo Patuf,,,"Adulti,Anziani,Bambini,Famiglie,Giovani",,Teatro parrocchiale di Roncegno,,,,Vi chiediamo di riservare il vostro posto tramite questo link: https://bit.ly/CircoPatufPrenotazione,,https://www.comune.roncegnoterme.tn.it/content/download/2323/36801/9/Circo+Patuf+-+Locandina.png,,Contatti Biblioteca comunale,,,,,,,,,,,250,2,,,,,
ca31d0f1b6b9eebccca3f527524e26cd,2024-08-07T12:04:55+02:00,2024-08-07T12:04:55+02:00,La memoria come coscienza civile,,Convegno / Conferenza,,,"Incontro con Agnese Pini, giornalista e scrittrice, direttrice de “La Nazione”, quarto appuntamento dell'agosto degasperiano 2024","Tempo libero
Patrimonio culturale","Vi segnaliamo l'incontro La memoria come coscienza civile, a cui parteciperà Agnese Pini e facente parte dell'agosto degasperiano 2024, di cui trovate il programma completo in allegato alla pagina. AGNESE PINIAutrice e giornalista, Agnese Pini è diventata a 34 anni la prima donna a dirigere &quot;La Nazione&quot; nei 160 anni di storia del quotidiano. Da due anni è direttrice anche de “Il Resto del Carlino”, “Il Giorno” e “Quotidiano Nazionale”. Fin da adolescente ha posato i suoi occhi sull’attualità, ma nel suo libro d’esordio Un autunno d’agosto. L’eccidio nazifascista che ha colpito la mia famiglia. (Chiarelettere 2023) ha riaperto le pagine della sua memoria familiare per ragionare su cosa sia, oggi, la coscienza civile.PRENOTAZIONIL'ingresso è libero e la prenotazione va effettuata sulla piattaforma Eventbrite.LUOGO E ORARIOAppuntamento Mercoledì 14 agosto, ore 18.00 a Roncegno Terme - Casa Raphael Palace Hotel.INFO E CONTATTI Per assistenza o informazioni è possibile contattare il numero 0461 314845 o scrivere a eventi@degasperitn.it.",La memoria come coscienza civile,,,"Adulti,Famiglie,Giovani,Anziani,Bambini",,Casa Raphael,,,,L'ingresso è libero e la prenotazione va effettuata sulla piattaforma Eventbrite.,,https://www.comune.roncegnoterme.tn.it/content/download/2366/37706/1/Agosto+degasperiano+2024+-+Programma+completo.pdf,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
7834c52357793ac7da0d2f7191a03349,2024-07-26T11:01:19+02:00,2024-08-10T12:05:47+02:00,Festa della polenta,,Festival,,,"Ritorna la Festa della Polenta il 9, il 10 e l'11 agosto!",Tempo libero,"Vi aspettiamo alla tradizionale Festa della polenta per le vie di Roncegno. Il programma è il seguente:


venerdì 9 agosto in Piazza A. De Giovanni → dalle ore 18:00 stand gastronomico e aperitivi a cura dell'Oratorio Football Club e dalle ore 21:00 musica con i Funky Garage;

sabato 10 agosto → alle ore 10:00 concorso Crea il tuo spaventapasseri al Mulino Angeli. Alle ore 16:00 vi aspetta il laboratorio Crea la tua Aguàna, a cui seguirà alle ore 18:30 l'inaugurazione del murale Aguàne di Laura Ghianda Oselladore e la premiazione del concorso Crea il tuo spaventapasseri. Dalle ore 20:00 tanta musica con Andrea e la sua fisarmonica e premiazione del concorso Balconi fioriti. Dalle ore 18:00, in Via Pola, mercatino con i prodotti locali di Roncegno Terme. Dalle ore 18:00 per le vie di Roncegno tanti stand gastronomici allestiti dalle associazioni di Roncegno Terme;





domenica 11 agosto Piazza Montebello → dalle ore 11:00 apertura stand gastronomici a cura del Gruppo Alpini e del Circolo Primavera di Roncegno Terme.


",Festa della polenta,,,"Anziani,Adulti,Bambini,Famiglie,Giovani",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2348/37332/5/Festa+della+Polenta+-+Locandina.jpg,,Contatti Ufficio Segreteria,,,,,,,,,,,0,2,,,,,
55e24e8d720219f54e455c3eec86ba8e,2024-08-13T09:28:40+02:00,2024-08-13T09:35:49+02:00,Après Ski d'Estate,,Sagra,,,Un sabato di festa in Piazza Montebello a Roncegno Terme!,Tempo libero,"Vi segnaliamo l'appuntamento Après Ski d'Estate organizzato dallo Ski Club Fravort.Cibo, bevande e tanta musica grazie al dj set animeranno il sabato pomeriggio/sera di Roncegno Terme.Appuntamento sabato 17 agosto dalle ore 17:00 in Piazza Montebello a Roncegno Terme.",Après Ski d'Estate,,,"Famiglie,Giovani,Adulti",,Palazzo del Municipio,,,,,,https://www.comune.roncegnoterme.tn.it/content/download/2373/37832/2/Apr%C3%A8s+Ski+d%27Estate+-+Locandina.jpg,,Contatti Biblioteca comunale,,,,,,,,,,,0,2,,,,,
